business_id,transaction_id,booking_id,customer_id,posted_at,status,transaction_type
B001,T00114,B00114,C0114,2026-07-02T13:00:00+10:00,Posted,Sale
B001,T00115,B00115,C0115,2026-07-02T14:00:00+10:00,Posted,Sale
B001,T00116,B00116,C0116,2026-07-02T15:00:00+10:00,Posted,Sale
B001,T00117,B00117,C0117,2026-07-06T11:00:00+10:00,Posted,Sale
B001,T00118,B00118,C0118,2026-07-06T13:00:00+10:00,Posted,Sale
B001,T00119,B00119,C0119,2026-07-06T15:00:00+10:00,Posted,Sale
B001,T00120,B00120,C0120,2026-07-06T17:00:00+10:00,Posted,Sale
B001,T00121,B00121,C0121,2026-07-07T11:00:00+10:00,Posted,Sale
B001,T00122,B00122,C0122,2026-07-07T13:00:00+10:00,Posted,Sale
B001,T00123,B00123,C0123,2026-07-07T15:00:00+10:00,Posted,Sale
B001,T00124,B00124,C0124,2026-07-07T17:00:00+10:00,Posted,Sale
B001,T00125,B00125,C0125,2026-07-08T11:00:00+10:00,Posted,Sale
B001,T00126,B00126,C0126,2026-07-08T13:00:00+10:00,Posted,Sale
B001,T00127,B00127,C0127,2026-07-08T14:00:00+10:00,Posted,Sale
B001,T00128,B00128,C0128,2026-07-08T15:00:00+10:00,Posted,Sale
B001,T00129,B00129,C0129,2026-07-08T16:00:00+10:00,Posted,Sale
B001,T00130,B00130,C0130,2026-07-08T17:00:00+10:00,Posted,Sale
B001,T00131,B00131,C0131,2026-07-09T10:00:00+10:00,Posted,Sale
B001,T00132,B00132,C0132,2026-07-09T11:00:00+10:00,Posted,Sale
B001,T00133,B00133,C0133,2026-07-09T12:00:00+10:00,Posted,Sale
B001,T00134,B00134,C0134,2026-07-09T13:00:00+10:00,Posted,Sale
B001,T00135,B00135,C0135,2026-07-09T14:00:00+10:00,Posted,Sale
B001,T00136,B00136,C0136,2026-07-09T15:00:00+10:00,Posted,Sale
B001,T00137,B00137,C0137,2026-07-06T11:00:00+10:00,Posted,Sale
B001,T00138,B00138,C0138,2026-07-06T13:00:00+10:00,Posted,Sale
B001,T00139,B00139,C0139,2026-07-06T15:00:00+10:00,Posted,Sale
B001,T00140,B00140,C0140,2026-07-06T17:00:00+10:00,Posted,Sale
B001,T00141,B00141,C0141,2026-07-07T11:00:00+10:00,Posted,Sale
B001,T00142,B00142,C0142,2026-07-07T13:00:00+10:00,Posted,Sale
B001,T00143,B00143,C0143,2026-07-07T15:00:00+10:00,Posted,Sale
B001,T00144,B00144,C0144,2026-07-07T17:00:00+10:00,Posted,Sale
B001,T00145,B00145,C0145,2026-07-08T11:00:00+10:00,Posted,Sale
B001,T00146,B00146,C0146,2026-07-08T13:00:00+10:00,Posted,Sale
B001,T00147,B00147,C0147,2026-07-08T14:00:00+10:00,Posted,Sale
B001,T00148,B00148,C0148,2026-07-08T15:00:00+10:00,Posted,Sale
B001,T00149,B00149,C0149,2026-07-08T16:00:00+10:00,Posted,Sale
B001,T00150,B00150,C0150,2026-07-08T17:00:00+10:00,Posted,Sale
B001,T00151,B00151,C0151,2026-07-09T10:00:00+10:00,Posted,Sale
B001,T00152,B00152,C0152,2026-07-09T11:00:00+10:00,Posted,Sale
B001,T00153,B00153,C0153,2026-07-09T12:00:00+10:00,Posted,Sale
B001,T00154,B00154,C0154,2026-07-09T13:00:00+10:00,Posted,Sale
B001,T00155,B00155,C0155,2026-07-09T14:00:00+10:00,Posted,Sale
B001,T00156,B00156,C0156,2026-07-09T15:00:00+10:00,Posted,Sale
B001,T00157,B00157,C0157,2026-07-06T11:00:00+10:00,Posted,Sale
B001,T00158,B00158,C0158,2026-07-06T13:00:00+10:00,Posted,Sale
B001,T00159,B00159,C0159,2026-07-06T15:00:00+10:00,Posted,Sale
B001,T00160,B00160,C0160,2026-07-06T17:00:00+10:00,Posted,Sale
B001,T00161,B00161,C0161,2026-07-07T11:00:00+10:00,Posted,Sale
B001,T00162,B00162,C0162,2026-07-07T13:00:00+10:00,Posted,Sale
B001,T00163,B00163,C0163,2026-07-07T15:00:00+10:00,Posted,Sale
B001,T00164,B00164,C0164,2026-07-07T17:00:00+10:00,Posted,Sale
B001,T00165,B00165,C0165,2026-07-08T11:00:00+10:00,Posted,Sale
B001,T00166,B00166,C0001,2026-07-08T13:00:00+10:00,Posted,Sale
B001,T00167,B00167,C0002,2026-07-08T15:00:00+10:00,Posted,Sale
B001,T00168,B00168,C0003,2026-07-08T17:00:00+10:00,Posted,Sale
B001,T00169,B00169,C0004,2026-07-09T10:00:00+10:00,Posted,Sale
B001,T00170,B00170,C0005,2026-07-09T11:00:00+10:00,Posted,Sale
B001,T00171,B00171,C0006,2026-07-09T12:00:00+10:00,Posted,Sale
B001,T00172,B00172,C0007,2026-07-09T13:00:00+10:00,Posted,Sale
B001,T00173,B00173,C0008,2026-07-09T14:00:00+10:00,Posted,Sale
B001,T00174,B00174,C0009,2026-07-09T15:00:00+10:00,Posted,Sale
B001,T00175,B00175,C0010,2026-07-13T11:00:00+10:00,Posted,Sale
B001,T00176,B00176,C0011,2026-07-13T13:00:00+10:00,Posted,Sale
B001,T00177,B00177,C0012,2026-07-13T15:00:00+10:00,Posted,Sale
B001,T00178,B00178,C0013,2026-07-13T17:00:00+10:00,Posted,Sale
B001,T00179,B00179,C0014,2026-07-14T11:00:00+10:00,Posted,Sale
B001,T00180,B00180,C0015,2026-07-14T13:00:00+10:00,Posted,Sale
B001,T00181,B00181,C0016,2026-07-14T15:00:00+10:00,Posted,Sale
B001,T00182,B00182,C0017,2026-07-14T17:00:00+10:00,Posted,Sale
B001,T00183,B00183,C0018,2026-07-15T11:00:00+10:00,Posted,Sale
B001,T00184,B00184,C0019,2026-07-15T13:00:00+10:00,Posted,Sale
B001,T00185,B00185,C0020,2026-07-15T14:00:00+10:00,Posted,Sale
B001,T00186,B00186,C0021,2026-07-15T15:00:00+10:00,Posted,Sale
B001,T00187,B00187,C0022,2026-07-15T16:00:00+10:00,Posted,Sale
B001,T00188,B00188,C0023,2026-07-15T17:00:00+10:00,Posted,Sale
B001,T00189,B00189,C0024,2026-07-16T10:00:00+10:00,Posted,Sale
B001,T00190,B00190,C0025,2026-07-16T11:00:00+10:00,Posted,Sale
B001,T00191,B00191,C0026,2026-07-16T12:00:00+10:00,Posted,Sale
B001,T00192,B00192,C0027,2026-07-16T13:00:00+10:00,Posted,Sale
B001,T00193,B00193,C0028,2026-07-16T14:00:00+10:00,Posted,Sale
B001,T00194,B00194,C0029,2026-07-16T15:00:00+10:00,Posted,Sale
B001,T00195,B00195,C0030,2026-07-13T11:00:00+10:00,Posted,Sale
B001,T00196,B00196,C0031,2026-07-13T13:00:00+10:00,Posted,Sale
B001,T00197,B00197,C0032,2026-07-13T15:00:00+10:00,Posted,Sale
B001,T00198,B00198,C0033,2026-07-13T17:00:00+10:00,Posted,Sale
B001,T00199,B00199,C0034,2026-07-14T11:00:00+10:00,Posted,Sale
B001,T00200,B00200,C0035,2026-07-14T13:00:00+10:00,Posted,Sale
B001,T00201,B00201,C0036,2026-07-14T15:00:00+10:00,Posted,Sale
B001,T00202,B00202,C0037,2026-07-14T17:00:00+10:00,Posted,Sale
B001,T00203,B00203,C0038,2026-07-15T11:00:00+10:00,Posted,Sale
B001,T00204,B00204,C0039,2026-07-15T13:00:00+10:00,Posted,Sale
B001,T00205,B00205,C0040,2026-07-15T14:00:00+10:00,Posted,Sale
B001,T00206,B00206,C0041,2026-07-15T15:00:00+10:00,Posted,Sale
B001,T00207,B00207,C0042,2026-07-15T16:00:00+10:00,Posted,Sale
B001,T00208,B00208,C0043,2026-07-15T17:00:00+10:00,Posted,Sale
B001,T00209,B00209,C0044,2026-07-16T10:00:00+10:00,Posted,Sale
B001,T00210,B00210,C0045,2026-07-16T11:00:00+10:00,Posted,Sale
B001,T00211,B00211,C0046,2026-07-16T12:00:00+10:00,Posted,Sale
B001,T00212,B00212,C0047,2026-07-16T13:00:00+10:00,Posted,Sale
B001,T00213,B00213,C0048,2026-07-16T14:00:00+10:00,Posted,Sale
B001,T00214,B00214,C0049,2026-07-16T15:00:00+10:00,Posted,Sale
B001,T00215,B00215,C0050,2026-07-13T11:00:00+10:00,Posted,Sale
B001,T00216,B00216,C0051,2026-07-13T13:00:00+10:00,Posted,Sale
B001,T00217,B00217,C0052,2026-07-13T15:00:00+10:00,Posted,Sale
B001,T00218,B00218,C0053,2026-07-13T17:00:00+10:00,Posted,Sale
B001,T00219,B00219,C0054,2026-07-14T11:00:00+10:00,Posted,Sale
B001,T00220,B00220,C0055,2026-07-14T13:00:00+10:00,Posted,Sale
B001,T00221,B00221,C0056,2026-07-14T15:00:00+10:00,Posted,Sale
B001,T00222,B00222,C0057,2026-07-14T17:00:00+10:00,Posted,Sale
B001,T00223,B00223,C0058,2026-07-15T11:00:00+10:00,Posted,Sale
B001,T00224,B00224,C0059,2026-07-15T13:00:00+10:00,Posted,Sale
B001,T00225,B00225,C0060,2026-07-15T15:00:00+10:00,Posted,Sale
B001,T00226,B00226,C0061,2026-07-15T17:00:00+10:00,Posted,Sale
B001,T00227,B00227,C0062,2026-07-16T10:00:00+10:00,Posted,Sale
B001,T00228,B00228,C0063,2026-07-16T11:00:00+10:00,Posted,Sale
B001,T00229,B00229,C0064,2026-07-16T12:00:00+10:00,Posted,Sale
B001,T00230,B00230,C0065,2026-07-16T13:00:00+10:00,Posted,Sale
B001,T00231,B00231,C0066,2026-07-16T14:00:00+10:00,Posted,Sale
B001,T00232,B00232,C0067,2026-07-16T15:00:00+10:00,Posted,Sale
B001,T00233,B00233,C0068,2026-07-20T11:00:00+10:00,Posted,Sale
B001,T00234,B00234,C0069,2026-07-20T13:00:00+10:00,Posted,Sale
B001,T00235,B00235,C0070,2026-07-20T15:00:00+10:00,Posted,Sale
B001,T00236,B00236,C0071,2026-07-20T17:00:00+10:00,Posted,Sale
B001,T00237,B00237,C0072,2026-07-21T11:00:00+10:00,Posted,Sale
B001,T00238,B00238,C0073,2026-07-21T13:00:00+10:00,Posted,Sale
B001,T00239,B00239,C0074,2026-07-21T15:00:00+10:00,Posted,Sale
B001,T00240,B00240,C0075,2026-07-21T17:00:00+10:00,Posted,Sale
B001,T00241,B00241,C0076,2026-07-22T11:00:00+10:00,Posted,Sale
B001,T00242,B00242,C0077,2026-07-22T13:00:00+10:00,Posted,Sale
B001,T00243,B00243,C0078,2026-07-22T14:00:00+10:00,Posted,Sale
B001,T00244,B00244,C0079,2026-07-22T15:00:00+10:00,Posted,Sale
B001,T00245,B00245,C0080,2026-07-22T16:00:00+10:00,Posted,Sale
B001,T00246,B00246,C0081,2026-07-22T17:00:00+10:00,Posted,Sale
B001,T00247,B00247,C0082,2026-07-23T10:00:00+10:00,Posted,Sale
B001,T00248,B00248,C0083,2026-07-23T11:00:00+10:00,Posted,Sale
B001,T00249,B00249,C0084,2026-07-23T12:00:00+10:00,Posted,Sale
B001,T00250,B00250,C0085,2026-07-23T13:00:00+10:00,Posted,Sale
B001,T00251,B00251,C0086,2026-07-23T14:00:00+10:00,Posted,Sale
B001,T00252,B00252,C0087,2026-07-23T15:00:00+10:00,Posted,Sale
B001,T00253,B00253,C0088,2026-07-20T11:00:00+10:00,Posted,Sale
B001,T00254,B00254,C0089,2026-07-20T13:00:00+10:00,Posted,Sale
B001,T00255,B00255,C0090,2026-07-20T15:00:00+10:00,Posted,Sale
B001,T00256,B00256,C0091,2026-07-20T17:00:00+10:00,Posted,Sale
B001,T00257,B00257,C0092,2026-07-21T11:00:00+10:00,Posted,Sale
B001,T00258,B00258,C0093,2026-07-21T13:00:00+10:00,Posted,Sale
B001,T00259,B00259,C0094,2026-07-21T15:00:00+10:00,Posted,Sale
B001,T00260,B00260,C0095,2026-07-21T17:00:00+10:00,Posted,Sale
B001,T00261,B00261,C0096,2026-07-22T11:00:00+10:00,Posted,Sale
B001,T00262,B00262,C0097,2026-07-22T13:00:00+10:00,Posted,Sale
B001,T00263,B00263,C0098,2026-07-22T14:00:00+10:00,Posted,Sale
B001,T00264,B00264,C0099,2026-07-22T15:00:00+10:00,Posted,Sale
B001,T00265,B00265,C0100,2026-07-22T16:00:00+10:00,Posted,Sale
B001,T00266,B00266,C0101,2026-07-22T17:00:00+10:00,Posted,Sale
B001,T00267,B00267,C0102,2026-07-23T10:00:00+10:00,Posted,Sale
B001,T00268,B00268,C0103,2026-07-23T11:00:00+10:00,Posted,Sale
B001,T00269,B00269,C0104,2026-07-23T12:00:00+10:00,Posted,Sale
B001,T00270,B00270,C0105,2026-07-23T13:00:00+10:00,Posted,Sale
B001,T00271,B00271,C0106,2026-07-23T14:00:00+10:00,Posted,Sale
B001,T00272,B00272,C0107,2026-07-23T15:00:00+10:00,Posted,Sale
B001,T00273,B00273,C0108,2026-07-20T11:00:00+10:00,Posted,Sale
B001,T00274,B00274,C0109,2026-07-20T13:00:00+10:00,Posted,Sale
B001,T00275,B00275,C0110,2026-07-20T15:00:00+10:00,Posted,Sale
B001,T00276,B00276,C0111,2026-07-20T17:00:00+10:00,Posted,Sale
B001,T00277,B00277,C0112,2026-07-21T11:00:00+10:00,Posted,Sale
B001,T00278,B00278,C0113,2026-07-21T13:00:00+10:00,Posted,Sale
B001,T00279,B00279,C0114,2026-07-21T15:00:00+10:00,Posted,Sale
B001,T00280,B00280,C0115,2026-07-21T17:00:00+10:00,Posted,Sale
B001,T00281,B00281,C0116,2026-07-22T11:00:00+10:00,Posted,Sale
B001,T00282,B00282,C0117,2026-07-22T13:00:00+10:00,Posted,Sale
B001,T00283,B00283,C0118,2026-07-22T15:00:00+10:00,Posted,Sale
B001,T00284,B00284,C0119,2026-07-22T17:00:00+10:00,Posted,Sale
B001,T00285,B00285,C0120,2026-07-23T10:00:00+10:00,Posted,Sale
B001,T00286,B00286,C0121,2026-07-23T11:00:00+10:00,Posted,Sale
B001,T00287,B00287,C0122,2026-07-23T12:00:00+10:00,Posted,Sale
B001,T00288,B00288,C0123,2026-07-23T13:00:00+10:00,Posted,Sale
B001,T00289,B00289,C0124,2026-07-23T14:00:00+10:00,Posted,Sale
B001,T00290,B00290,C0125,2026-07-23T15:00:00+10:00,Posted,Sale
B001,T00291,B00291,C0126,2026-07-27T11:00:00+10:00,Posted,Sale
B001,T00292,B00292,C0127,2026-07-27T13:00:00+10:00,Posted,Sale
B001,T00293,B00293,C0128,2026-07-27T15:00:00+10:00,Posted,Sale
B001,T00294,B00294,C0129,2026-07-27T17:00:00+10:00,Posted,Sale
B001,T00295,B00295,C0130,2026-07-28T11:00:00+10:00,Posted,Sale
B001,T00296,B00296,C0131,2026-07-28T13:00:00+10:00,Posted,Sale
B001,T00297,B00297,C0132,2026-07-28T15:00:00+10:00,Posted,Sale
B001,T00298,B00298,C0133,2026-07-28T17:00:00+10:00,Posted,Sale
B001,T00299,B00299,C0134,2026-07-29T11:00:00+10:00,Posted,Sale
B001,T00300,B00300,C0135,2026-07-29T13:00:00+10:00,Posted,Sale
B001,T00301,B00301,C0136,2026-07-29T14:00:00+10:00,Posted,Sale
B001,T00302,B00302,C0137,2026-07-29T15:00:00+10:00,Posted,Sale
B001,T00303,B00303,C0138,2026-07-29T16:00:00+10:00,Posted,Sale
B001,T00304,B00304,C0139,2026-07-29T17:00:00+10:00,Posted,Sale
B001,T00305,B00305,C0140,2026-07-30T10:00:00+10:00,Posted,Sale
B001,T00306,B00306,C0141,2026-07-30T11:00:00+10:00,Posted,Sale
B001,T00307,B00307,C0142,2026-07-30T12:00:00+10:00,Posted,Sale
B001,T00308,B00308,C0143,2026-07-30T13:00:00+10:00,Posted,Sale
B001,T00309,B00309,C0144,2026-07-30T14:00:00+10:00,Posted,Sale
B001,T00310,B00310,C0145,2026-07-30T15:00:00+10:00,Posted,Sale
B001,T00311,B00311,C0146,2026-07-27T11:00:00+10:00,Posted,Sale
B001,T00312,B00312,C0147,2026-07-27T13:00:00+10:00,Posted,Sale
B001,T00313,B00313,C0148,2026-07-27T15:00:00+10:00,Posted,Sale
B001,T00314,B00314,C0149,2026-07-27T17:00:00+10:00,Posted,Sale
B001,T00315,B00315,C0150,2026-07-28T11:00:00+10:00,Posted,Sale
B001,T00316,B00316,C0151,2026-07-28T13:00:00+10:00,Posted,Sale
B001,T00317,B00317,C0152,2026-07-28T15:00:00+10:00,Posted,Sale
B001,T00318,B00318,C0153,2026-07-28T17:00:00+10:00,Posted,Sale
B001,T00319,B00319,C0154,2026-07-29T11:00:00+10:00,Posted,Sale
B001,T00320,B00320,C0155,2026-07-29T13:00:00+10:00,Posted,Sale
B001,T00321,B00321,C0156,2026-07-29T14:00:00+10:00,Posted,Sale
B001,T00322,B00322,C0157,2026-07-29T15:00:00+10:00,Posted,Sale
B001,T00323,B00323,C0158,2026-07-29T16:00:00+10:00,Posted,Sale
B001,T00324,B00324,C0159,2026-07-29T17:00:00+10:00,Posted,Sale
B001,T00325,B00325,C0160,2026-07-30T10:00:00+10:00,Posted,Sale
B001,T00326,B00326,C0161,2026-07-30T11:00:00+10:00,Posted,Sale
B001,T00327,B00327,C0162,2026-07-30T12:00:00+10:00,Posted,Sale
B001,T00328,B00328,C0163,2026-07-30T13:00:00+10:00,Posted,Sale
B001,T00329,B00329,C0164,2026-07-30T14:00:00+10:00,Posted,Sale
B001,T00330,B00330,C0165,2026-07-30T15:00:00+10:00,Posted,Sale
B001,T00331,B00331,C0001,2026-07-27T11:00:00+10:00,Posted,Sale
B001,T00332,B00332,C0002,2026-07-27T13:00:00+10:00,Posted,Sale
B001,T00333,B00333,C0003,2026-07-27T15:00:00+10:00,Posted,Sale
B001,T00334,B00334,C0004,2026-07-27T17:00:00+10:00,Posted,Sale
B001,T00335,B00335,C0005,2026-07-28T11:00:00+10:00,Posted,Sale
B001,T00336,B00336,C0006,2026-07-28T13:00:00+10:00,Posted,Sale
B001,T00337,B00337,C0007,2026-07-28T15:00:00+10:00,Posted,Sale
B001,T00338,B00338,C0008,2026-07-28T17:00:00+10:00,Posted,Sale
B001,T00339,B00339,C0009,2026-07-29T11:00:00+10:00,Posted,Sale
B001,T00340,B00340,C0010,2026-07-29T13:00:00+10:00,Posted,Sale
B001,T00341,B00341,C0011,2026-07-29T15:00:00+10:00,Posted,Sale
B001,T00342,B00342,C0012,2026-07-29T17:00:00+10:00,Posted,Sale
B001,T00343,B00343,C0013,2026-07-30T10:00:00+10:00,Posted,Sale
B001,T00344,B00344,C0014,2026-07-30T11:00:00+10:00,Posted,Sale
B001,T00345,B00345,C0015,2026-07-30T12:00:00+10:00,Posted,Sale
B001,T00346,B00346,C0016,2026-07-30T13:00:00+10:00,Posted,Sale
B001,T00347,B00347,C0017,2026-07-30T14:00:00+10:00,Posted,Sale
B001,T00348,B00348,C0018,2026-07-30T15:00:00+10:00,Posted,Sale
