business_id,event_id,booking_id,event_type,event_at,status_after,start_after,end_after,staff_id_after,expected_value_ex_gst_after
B001,E00031,B00016,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T10:00:00+10:00,2026-06-25T11:00:00+10:00,S01,70
B001,E00032,B00016,completed,2026-06-25T11:00:00+10:00,Completed,2026-06-25T10:00:00+10:00,2026-06-25T11:00:00+10:00,S01,70
B001,E00033,B00017,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T11:00:00+10:00,2026-06-25T12:00:00+10:00,S01,70
B001,E00034,B00017,completed,2026-06-25T12:00:00+10:00,Completed,2026-06-25T11:00:00+10:00,2026-06-25T12:00:00+10:00,S01,70
B001,E00035,B00018,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T12:00:00+10:00,2026-06-25T13:00:00+10:00,S01,70
B001,E00036,B00018,completed,2026-06-25T13:00:00+10:00,Completed,2026-06-25T12:00:00+10:00,2026-06-25T13:00:00+10:00,S01,70
B001,E00037,B00019,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T13:00:00+10:00,2026-06-25T14:00:00+10:00,S01,70
B001,E00038,B00019,completed,2026-06-25T14:00:00+10:00,Completed,2026-06-25T13:00:00+10:00,2026-06-25T14:00:00+10:00,S01,70
B001,E00039,B00020,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T14:00:00+10:00,2026-06-25T15:00:00+10:00,S01,70
B001,E00040,B00020,completed,2026-06-25T15:00:00+10:00,Completed,2026-06-25T14:00:00+10:00,2026-06-25T15:00:00+10:00,S01,70
B001,E00041,B00021,created,2026-06-12T10:00:00+10:00,Booked,2026-06-22T09:00:00+10:00,2026-06-22T11:00:00+10:00,S02,180
B001,E00042,B00021,completed,2026-06-22T11:00:00+10:00,Completed,2026-06-22T09:00:00+10:00,2026-06-22T11:00:00+10:00,S02,180
B001,E00043,B00022,created,2026-06-12T10:00:00+10:00,Booked,2026-06-22T11:00:00+10:00,2026-06-22T13:00:00+10:00,S02,180
B001,E00044,B00022,completed,2026-06-22T13:00:00+10:00,Completed,2026-06-22T11:00:00+10:00,2026-06-22T13:00:00+10:00,S02,180
B001,E00045,B00023,created,2026-06-12T10:00:00+10:00,Booked,2026-06-22T13:00:00+10:00,2026-06-22T15:00:00+10:00,S02,180
B001,E00046,B00023,completed,2026-06-22T15:00:00+10:00,Completed,2026-06-22T13:00:00+10:00,2026-06-22T15:00:00+10:00,S02,180
B001,E00047,B00024,created,2026-06-12T10:00:00+10:00,Booked,2026-06-22T15:00:00+10:00,2026-06-22T17:00:00+10:00,S02,180
B001,E00048,B00024,completed,2026-06-22T17:00:00+10:00,Completed,2026-06-22T15:00:00+10:00,2026-06-22T17:00:00+10:00,S02,180
B001,E00049,B00025,created,2026-06-12T10:00:00+10:00,Booked,2026-06-23T09:00:00+10:00,2026-06-23T11:00:00+10:00,S02,180
B001,E00050,B00025,completed,2026-06-23T11:00:00+10:00,Completed,2026-06-23T09:00:00+10:00,2026-06-23T11:00:00+10:00,S02,180
B001,E00051,B00026,created,2026-06-12T10:00:00+10:00,Booked,2026-06-23T11:00:00+10:00,2026-06-23T13:00:00+10:00,S02,180
B001,E00052,B00026,completed,2026-06-23T13:00:00+10:00,Completed,2026-06-23T11:00:00+10:00,2026-06-23T13:00:00+10:00,S02,180
B001,E00053,B00027,created,2026-06-12T10:00:00+10:00,Booked,2026-06-23T13:00:00+10:00,2026-06-23T15:00:00+10:00,S02,180
B001,E00054,B00027,completed,2026-06-23T15:00:00+10:00,Completed,2026-06-23T13:00:00+10:00,2026-06-23T15:00:00+10:00,S02,180
B001,E00055,B00028,created,2026-06-12T10:00:00+10:00,Booked,2026-06-23T15:00:00+10:00,2026-06-23T17:00:00+10:00,S02,180
B001,E00056,B00028,completed,2026-06-23T17:00:00+10:00,Completed,2026-06-23T15:00:00+10:00,2026-06-23T17:00:00+10:00,S02,180
B001,E00057,B00029,created,2026-06-12T10:00:00+10:00,Booked,2026-06-24T09:00:00+10:00,2026-06-24T11:00:00+10:00,S02,180
B001,E00058,B00029,completed,2026-06-24T11:00:00+10:00,Completed,2026-06-24T09:00:00+10:00,2026-06-24T11:00:00+10:00,S02,180
B001,E00059,B00030,created,2026-06-12T10:00:00+10:00,Booked,2026-06-24T11:00:00+10:00,2026-06-24T13:00:00+10:00,S02,180
B001,E00060,B00030,completed,2026-06-24T13:00:00+10:00,Completed,2026-06-24T11:00:00+10:00,2026-06-24T13:00:00+10:00,S02,180
B001,E00061,B00031,created,2026-06-20T10:00:00+10:00,Booked,2026-06-24T13:00:00+10:00,2026-06-24T14:00:00+10:00,S02,70
B001,E00062,B00031,completed,2026-06-24T14:00:00+10:00,Completed,2026-06-24T13:00:00+10:00,2026-06-24T14:00:00+10:00,S02,70
B001,E00063,B00032,created,2026-06-20T10:00:00+10:00,Booked,2026-06-24T14:00:00+10:00,2026-06-24T15:00:00+10:00,S02,70
B001,E00064,B00032,completed,2026-06-24T15:00:00+10:00,Completed,2026-06-24T14:00:00+10:00,2026-06-24T15:00:00+10:00,S02,70
B001,E00065,B00033,created,2026-06-20T10:00:00+10:00,Booked,2026-06-24T15:00:00+10:00,2026-06-24T16:00:00+10:00,S02,70
B001,E00066,B00033,completed,2026-06-24T16:00:00+10:00,Completed,2026-06-24T15:00:00+10:00,2026-06-24T16:00:00+10:00,S02,70
B001,E00067,B00034,created,2026-06-20T10:00:00+10:00,Booked,2026-06-24T16:00:00+10:00,2026-06-24T17:00:00+10:00,S02,70
B001,E00068,B00034,completed,2026-06-24T17:00:00+10:00,Completed,2026-06-24T16:00:00+10:00,2026-06-24T17:00:00+10:00,S02,70
B001,E00069,B00035,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T09:00:00+10:00,2026-06-25T10:00:00+10:00,S02,70
B001,E00070,B00035,completed,2026-06-25T10:00:00+10:00,Completed,2026-06-25T09:00:00+10:00,2026-06-25T10:00:00+10:00,S02,70
B001,E00071,B00036,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T10:00:00+10:00,2026-06-25T11:00:00+10:00,S02,70
B001,E00072,B00036,completed,2026-06-25T11:00:00+10:00,Completed,2026-06-25T10:00:00+10:00,2026-06-25T11:00:00+10:00,S02,70
B001,E00073,B00037,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T11:00:00+10:00,2026-06-25T12:00:00+10:00,S02,70
B001,E00074,B00037,completed,2026-06-25T12:00:00+10:00,Completed,2026-06-25T11:00:00+10:00,2026-06-25T12:00:00+10:00,S02,70
B001,E00075,B00038,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T12:00:00+10:00,2026-06-25T13:00:00+10:00,S02,70
B001,E00076,B00038,completed,2026-06-25T13:00:00+10:00,Completed,2026-06-25T12:00:00+10:00,2026-06-25T13:00:00+10:00,S02,70
B001,E00077,B00039,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T13:00:00+10:00,2026-06-25T14:00:00+10:00,S02,70
B001,E00078,B00039,completed,2026-06-25T14:00:00+10:00,Completed,2026-06-25T13:00:00+10:00,2026-06-25T14:00:00+10:00,S02,70
B001,E00079,B00040,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T14:00:00+10:00,2026-06-25T15:00:00+10:00,S02,70
B001,E00080,B00040,completed,2026-06-25T15:00:00+10:00,Completed,2026-06-25T14:00:00+10:00,2026-06-25T15:00:00+10:00,S02,70
B001,E00081,B00041,created,2026-06-12T10:00:00+10:00,Booked,2026-06-22T09:00:00+10:00,2026-06-22T11:00:00+10:00,S03,180
B001,E00082,B00041,completed,2026-06-22T11:00:00+10:00,Completed,2026-06-22T09:00:00+10:00,2026-06-22T11:00:00+10:00,S03,180
B001,E00083,B00042,created,2026-06-12T10:00:00+10:00,Booked,2026-06-22T11:00:00+10:00,2026-06-22T13:00:00+10:00,S03,180
B001,E00084,B00042,completed,2026-06-22T13:00:00+10:00,Completed,2026-06-22T11:00:00+10:00,2026-06-22T13:00:00+10:00,S03,180
B001,E00085,B00043,created,2026-06-12T10:00:00+10:00,Booked,2026-06-22T13:00:00+10:00,2026-06-22T15:00:00+10:00,S03,180
B001,E00086,B00043,completed,2026-06-22T15:00:00+10:00,Completed,2026-06-22T13:00:00+10:00,2026-06-22T15:00:00+10:00,S03,180
B001,E00087,B00044,created,2026-06-12T10:00:00+10:00,Booked,2026-06-22T15:00:00+10:00,2026-06-22T17:00:00+10:00,S03,180
B001,E00088,B00044,completed,2026-06-22T17:00:00+10:00,Completed,2026-06-22T15:00:00+10:00,2026-06-22T17:00:00+10:00,S03,180
B001,E00089,B00045,created,2026-06-12T10:00:00+10:00,Booked,2026-06-23T09:00:00+10:00,2026-06-23T11:00:00+10:00,S03,180
B001,E00090,B00045,completed,2026-06-23T11:00:00+10:00,Completed,2026-06-23T09:00:00+10:00,2026-06-23T11:00:00+10:00,S03,180
B001,E00091,B00046,created,2026-06-12T10:00:00+10:00,Booked,2026-06-23T11:00:00+10:00,2026-06-23T13:00:00+10:00,S03,180
B001,E00092,B00046,completed,2026-06-23T13:00:00+10:00,Completed,2026-06-23T11:00:00+10:00,2026-06-23T13:00:00+10:00,S03,180
B001,E00093,B00047,created,2026-06-12T10:00:00+10:00,Booked,2026-06-23T13:00:00+10:00,2026-06-23T15:00:00+10:00,S03,180
B001,E00094,B00047,completed,2026-06-23T15:00:00+10:00,Completed,2026-06-23T13:00:00+10:00,2026-06-23T15:00:00+10:00,S03,180
B001,E00095,B00048,created,2026-06-12T10:00:00+10:00,Booked,2026-06-23T15:00:00+10:00,2026-06-23T17:00:00+10:00,S03,180
B001,E00096,B00048,completed,2026-06-23T17:00:00+10:00,Completed,2026-06-23T15:00:00+10:00,2026-06-23T17:00:00+10:00,S03,180
B001,E00097,B00049,created,2026-06-12T10:00:00+10:00,Booked,2026-06-24T09:00:00+10:00,2026-06-24T11:00:00+10:00,S03,180
B001,E00098,B00049,completed,2026-06-24T11:00:00+10:00,Completed,2026-06-24T09:00:00+10:00,2026-06-24T11:00:00+10:00,S03,180
B001,E00099,B00050,created,2026-06-12T10:00:00+10:00,Booked,2026-06-24T11:00:00+10:00,2026-06-24T13:00:00+10:00,S03,180
B001,E00100,B00050,completed,2026-06-24T13:00:00+10:00,Completed,2026-06-24T11:00:00+10:00,2026-06-24T13:00:00+10:00,S03,180
B001,E00101,B00051,created,2026-06-20T10:00:00+10:00,Booked,2026-06-24T13:00:00+10:00,2026-06-24T15:00:00+10:00,S03,180
B001,E00102,B00051,completed,2026-06-24T15:00:00+10:00,Completed,2026-06-24T13:00:00+10:00,2026-06-24T15:00:00+10:00,S03,180
B001,E00103,B00052,created,2026-06-20T10:00:00+10:00,Booked,2026-06-24T15:00:00+10:00,2026-06-24T17:00:00+10:00,S03,180
B001,E00104,B00052,completed,2026-06-24T17:00:00+10:00,Completed,2026-06-24T15:00:00+10:00,2026-06-24T17:00:00+10:00,S03,180
B001,E00105,B00053,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T09:00:00+10:00,2026-06-25T10:00:00+10:00,S03,70
B001,E00106,B00053,completed,2026-06-25T10:00:00+10:00,Completed,2026-06-25T09:00:00+10:00,2026-06-25T10:00:00+10:00,S03,70
B001,E00107,B00054,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T10:00:00+10:00,2026-06-25T11:00:00+10:00,S03,70
B001,E00108,B00054,completed,2026-06-25T11:00:00+10:00,Completed,2026-06-25T10:00:00+10:00,2026-06-25T11:00:00+10:00,S03,70
B001,E00109,B00055,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T11:00:00+10:00,2026-06-25T12:00:00+10:00,S03,70
B001,E00110,B00055,completed,2026-06-25T12:00:00+10:00,Completed,2026-06-25T11:00:00+10:00,2026-06-25T12:00:00+10:00,S03,70
B001,E00111,B00056,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T12:00:00+10:00,2026-06-25T13:00:00+10:00,S03,70
B001,E00112,B00056,completed,2026-06-25T13:00:00+10:00,Completed,2026-06-25T12:00:00+10:00,2026-06-25T13:00:00+10:00,S03,70
B001,E00113,B00057,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T13:00:00+10:00,2026-06-25T14:00:00+10:00,S03,70
B001,E00114,B00057,completed,2026-06-25T14:00:00+10:00,Completed,2026-06-25T13:00:00+10:00,2026-06-25T14:00:00+10:00,S03,70
B001,E00115,B00058,created,2026-06-20T10:00:00+10:00,Booked,2026-06-25T14:00:00+10:00,2026-06-25T15:00:00+10:00,S03,70
B001,E00116,B00058,completed,2026-06-25T15:00:00+10:00,Completed,2026-06-25T14:00:00+10:00,2026-06-25T15:00:00+10:00,S03,70
B001,E00117,B00059,created,2026-06-19T10:00:00+10:00,Booked,2026-06-29T09:00:00+10:00,2026-06-29T11:00:00+10:00,S01,180
B001,E00118,B00059,completed,2026-06-29T11:00:00+10:00,Completed,2026-06-29T09:00:00+10:00,2026-06-29T11:00:00+10:00,S01,180
B001,E00119,B00060,created,2026-06-19T10:00:00+10:00,Booked,2026-06-29T11:00:00+10:00,2026-06-29T13:00:00+10:00,S01,180
B001,E00120,B00060,completed,2026-06-29T13:00:00+10:00,Completed,2026-06-29T11:00:00+10:00,2026-06-29T13:00:00+10:00,S01,180
B001,E00121,B00061,created,2026-06-19T10:00:00+10:00,Booked,2026-06-29T13:00:00+10:00,2026-06-29T15:00:00+10:00,S01,180
B001,E00122,B00061,completed,2026-06-29T15:00:00+10:00,Completed,2026-06-29T13:00:00+10:00,2026-06-29T15:00:00+10:00,S01,180
B001,E00123,B00062,created,2026-06-19T10:00:00+10:00,Booked,2026-06-29T15:00:00+10:00,2026-06-29T17:00:00+10:00,S01,180
B001,E00124,B00062,completed,2026-06-29T17:00:00+10:00,Completed,2026-06-29T15:00:00+10:00,2026-06-29T17:00:00+10:00,S01,180
B001,E00125,B00063,created,2026-06-19T10:00:00+10:00,Booked,2026-06-30T09:00:00+10:00,2026-06-30T11:00:00+10:00,S01,180
B001,E00126,B00063,completed,2026-06-30T11:00:00+10:00,Completed,2026-06-30T09:00:00+10:00,2026-06-30T11:00:00+10:00,S01,180
B001,E00127,B00064,created,2026-06-19T10:00:00+10:00,Booked,2026-06-30T11:00:00+10:00,2026-06-30T13:00:00+10:00,S01,180
B001,E00128,B00064,completed,2026-06-30T13:00:00+10:00,Completed,2026-06-30T11:00:00+10:00,2026-06-30T13:00:00+10:00,S01,180
B001,E00129,B00065,created,2026-06-19T10:00:00+10:00,Booked,2026-06-30T13:00:00+10:00,2026-06-30T15:00:00+10:00,S01,180
B001,E00130,B00065,completed,2026-06-30T15:00:00+10:00,Completed,2026-06-30T13:00:00+10:00,2026-06-30T15:00:00+10:00,S01,180
B001,E00131,B00066,created,2026-06-19T10:00:00+10:00,Booked,2026-06-30T15:00:00+10:00,2026-06-30T17:00:00+10:00,S01,180
B001,E00132,B00066,completed,2026-06-30T17:00:00+10:00,Completed,2026-06-30T15:00:00+10:00,2026-06-30T17:00:00+10:00,S01,180
B001,E00133,B00067,created,2026-06-19T10:00:00+10:00,Booked,2026-07-01T09:00:00+10:00,2026-07-01T11:00:00+10:00,S01,180
B001,E00134,B00067,completed,2026-07-01T11:00:00+10:00,Completed,2026-07-01T09:00:00+10:00,2026-07-01T11:00:00+10:00,S01,180
B001,E00135,B00068,created,2026-06-19T10:00:00+10:00,Booked,2026-07-01T11:00:00+10:00,2026-07-01T13:00:00+10:00,S01,180
B001,E00136,B00068,completed,2026-07-01T13:00:00+10:00,Completed,2026-07-01T11:00:00+10:00,2026-07-01T13:00:00+10:00,S01,180
B001,E00137,B00069,created,2026-06-27T10:00:00+10:00,Booked,2026-07-01T13:00:00+10:00,2026-07-01T14:00:00+10:00,S01,70
B001,E00138,B00069,completed,2026-07-01T14:00:00+10:00,Completed,2026-07-01T13:00:00+10:00,2026-07-01T14:00:00+10:00,S01,70
B001,E00139,B00070,created,2026-06-27T10:00:00+10:00,Booked,2026-07-01T14:00:00+10:00,2026-07-01T15:00:00+10:00,S01,70
B001,E00140,B00070,completed,2026-07-01T15:00:00+10:00,Completed,2026-07-01T14:00:00+10:00,2026-07-01T15:00:00+10:00,S01,70
B001,E00141,B00071,created,2026-06-27T10:00:00+10:00,Booked,2026-07-01T15:00:00+10:00,2026-07-01T16:00:00+10:00,S01,70
B001,E00142,B00071,completed,2026-07-01T16:00:00+10:00,Completed,2026-07-01T15:00:00+10:00,2026-07-01T16:00:00+10:00,S01,70
B001,E00143,B00072,created,2026-06-27T10:00:00+10:00,Booked,2026-07-01T16:00:00+10:00,2026-07-01T17:00:00+10:00,S01,70
B001,E00144,B00072,completed,2026-07-01T17:00:00+10:00,Completed,2026-07-01T16:00:00+10:00,2026-07-01T17:00:00+10:00,S01,70
B001,E00145,B00073,created,2026-06-27T10:00:00+10:00,Booked,2026-07-02T09:00:00+10:00,2026-07-02T10:00:00+10:00,S01,70
B001,E00146,B00073,completed,2026-07-02T10:00:00+10:00,Completed,2026-07-02T09:00:00+10:00,2026-07-02T10:00:00+10:00,S01,70
B001,E00147,B00074,created,2026-06-27T10:00:00+10:00,Booked,2026-07-02T10:00:00+10:00,2026-07-02T11:00:00+10:00,S01,70
B001,E00148,B00074,completed,2026-07-02T11:00:00+10:00,Completed,2026-07-02T10:00:00+10:00,2026-07-02T11:00:00+10:00,S01,70
B001,E00149,B00075,created,2026-06-27T10:00:00+10:00,Booked,2026-07-02T11:00:00+10:00,2026-07-02T12:00:00+10:00,S01,70
B001,E00150,B00075,completed,2026-07-02T12:00:00+10:00,Completed,2026-07-02T11:00:00+10:00,2026-07-02T12:00:00+10:00,S01,70
B001,E00151,B00076,created,2026-06-27T10:00:00+10:00,Booked,2026-07-02T12:00:00+10:00,2026-07-02T13:00:00+10:00,S01,70
B001,E00152,B00076,completed,2026-07-02T13:00:00+10:00,Completed,2026-07-02T12:00:00+10:00,2026-07-02T13:00:00+10:00,S01,70
B001,E00153,B00077,created,2026-06-27T10:00:00+10:00,Booked,2026-07-02T13:00:00+10:00,2026-07-02T14:00:00+10:00,S01,70
B001,E00154,B00077,completed,2026-07-02T14:00:00+10:00,Completed,2026-07-02T13:00:00+10:00,2026-07-02T14:00:00+10:00,S01,70
B001,E00155,B00078,created,2026-06-27T10:00:00+10:00,Booked,2026-07-02T14:00:00+10:00,2026-07-02T15:00:00+10:00,S01,70
B001,E00156,B00078,completed,2026-07-02T15:00:00+10:00,Completed,2026-07-02T14:00:00+10:00,2026-07-02T15:00:00+10:00,S01,70
B001,E00157,B00079,created,2026-06-19T10:00:00+10:00,Booked,2026-06-29T09:00:00+10:00,2026-06-29T11:00:00+10:00,S02,180
B001,E00158,B00079,completed,2026-06-29T11:00:00+10:00,Completed,2026-06-29T09:00:00+10:00,2026-06-29T11:00:00+10:00,S02,180
B001,E00159,B00080,created,2026-06-19T10:00:00+10:00,Booked,2026-06-29T11:00:00+10:00,2026-06-29T13:00:00+10:00,S02,180
B001,E00160,B00080,completed,2026-06-29T13:00:00+10:00,Completed,2026-06-29T11:00:00+10:00,2026-06-29T13:00:00+10:00,S02,180
B001,E00161,B00081,created,2026-06-19T10:00:00+10:00,Booked,2026-06-29T13:00:00+10:00,2026-06-29T15:00:00+10:00,S02,180
B001,E00162,B00081,completed,2026-06-29T15:00:00+10:00,Completed,2026-06-29T13:00:00+10:00,2026-06-29T15:00:00+10:00,S02,180
B001,E00163,B00082,created,2026-06-19T10:00:00+10:00,Booked,2026-06-29T15:00:00+10:00,2026-06-29T17:00:00+10:00,S02,180
B001,E00164,B00082,completed,2026-06-29T17:00:00+10:00,Completed,2026-06-29T15:00:00+10:00,2026-06-29T17:00:00+10:00,S02,180
B001,E00165,B00083,created,2026-06-19T10:00:00+10:00,Booked,2026-06-30T09:00:00+10:00,2026-06-30T11:00:00+10:00,S02,180
B001,E00166,B00083,completed,2026-06-30T11:00:00+10:00,Completed,2026-06-30T09:00:00+10:00,2026-06-30T11:00:00+10:00,S02,180
B001,E00167,B00084,created,2026-06-19T10:00:00+10:00,Booked,2026-06-30T11:00:00+10:00,2026-06-30T13:00:00+10:00,S02,180
B001,E00168,B00084,completed,2026-06-30T13:00:00+10:00,Completed,2026-06-30T11:00:00+10:00,2026-06-30T13:00:00+10:00,S02,180
B001,E00169,B00085,created,2026-06-19T10:00:00+10:00,Booked,2026-06-30T13:00:00+10:00,2026-06-30T15:00:00+10:00,S02,180
B001,E00170,B00085,completed,2026-06-30T15:00:00+10:00,Completed,2026-06-30T13:00:00+10:00,2026-06-30T15:00:00+10:00,S02,180
B001,E00171,B00086,created,2026-06-19T10:00:00+10:00,Booked,2026-06-30T15:00:00+10:00,2026-06-30T17:00:00+10:00,S02,180
B001,E00172,B00086,completed,2026-06-30T17:00:00+10:00,Completed,2026-06-30T15:00:00+10:00,2026-06-30T17:00:00+10:00,S02,180
B001,E00173,B00087,created,2026-06-19T10:00:00+10:00,Booked,2026-07-01T09:00:00+10:00,2026-07-01T11:00:00+10:00,S02,180
B001,E00174,B00087,completed,2026-07-01T11:00:00+10:00,Completed,2026-07-01T09:00:00+10:00,2026-07-01T11:00:00+10:00,S02,180
B001,E00175,B00088,created,2026-06-19T10:00:00+10:00,Booked,2026-07-01T11:00:00+10:00,2026-07-01T13:00:00+10:00,S02,180
B001,E00176,B00088,completed,2026-07-01T13:00:00+10:00,Completed,2026-07-01T11:00:00+10:00,2026-07-01T13:00:00+10:00,S02,180
B001,E00177,B00089,created,2026-06-27T10:00:00+10:00,Booked,2026-07-01T13:00:00+10:00,2026-07-01T14:00:00+10:00,S02,70
B001,E00178,B00089,completed,2026-07-01T14:00:00+10:00,Completed,2026-07-01T13:00:00+10:00,2026-07-01T14:00:00+10:00,S02,70
B001,E00179,B00090,created,2026-06-27T10:00:00+10:00,Booked,2026-07-01T14:00:00+10:00,2026-07-01T15:00:00+10:00,S02,70
B001,E00180,B00090,completed,2026-07-01T15:00:00+10:00,Completed,2026-07-01T14:00:00+10:00,2026-07-01T15:00:00+10:00,S02,70
B001,E00181,B00091,created,2026-06-27T10:00:00+10:00,Booked,2026-07-01T15:00:00+10:00,2026-07-01T16:00:00+10:00,S02,70
B001,E00182,B00091,completed,2026-07-01T16:00:00+10:00,Completed,2026-07-01T15:00:00+10:00,2026-07-01T16:00:00+10:00,S02,70
B001,E00183,B00092,created,2026-06-27T10:00:00+10:00,Booked,2026-07-01T16:00:00+10:00,2026-07-01T17:00:00+10:00,S02,70
B001,E00184,B00092,completed,2026-07-01T17:00:00+10:00,Completed,2026-07-01T16:00:00+10:00,2026-07-01T17:00:00+10:00,S02,70
B001,E00185,B00093,created,2026-06-27T10:00:00+10:00,Booked,2026-07-02T09:00:00+10:00,2026-07-02T10:00:00+10:00,S02,70
B001,E00186,B00093,completed,2026-07-02T10:00:00+10:00,Completed,2026-07-02T09:00:00+10:00,2026-07-02T10:00:00+10:00,S02,70
B001,E00187,B00094,created,2026-06-27T10:00:00+10:00,Booked,2026-07-02T10:00:00+10:00,2026-07-02T11:00:00+10:00,S02,70
B001,E00188,B00094,completed,2026-07-02T11:00:00+10:00,Completed,2026-07-02T10:00:00+10:00,2026-07-02T11:00:00+10:00,S02,70
B001,E00189,B00095,created,2026-06-27T10:00:00+10:00,Booked,2026-07-02T11:00:00+10:00,2026-07-02T12:00:00+10:00,S02,70
