business_id,transaction_item_id,transaction_id,item_id,staff_id,quantity,gross_amount_ex_gst,discount_ex_gst,refund_ex_gst,net_amount_ex_gst,direct_cost,original_transaction_item_id
B001,L00060,T00052,SV02,S03,1,180,0,0,180,30,
B001,L00061,T00053,SV01,S03,1,70,0,0,70,5,
B001,L00062,T00054,SV01,S03,1,70,0,0,70,5,
B001,L00063,T00055,SV01,S03,1,70,0,0,70,5,
B001,L00064,T00056,SV01,S03,1,70,0,0,70,5,
B001,L00065,T00057,SV01,S03,1,70,0,0,70,5,
B001,L00066,T00058,SV01,S03,1,70,0,0,70,5,
B001,L00067,T00041,P01,S03,1,30,0,0,30,12,
B001,L00068,T00042,P01,S03,1,30,0,0,30,12,
B001,L00069,T00043,P01,S03,1,30,0,0,30,12,
B001,L00070,T00059,SV02,S01,1,180,0,0,180,30,
B001,L00071,T00060,SV02,S01,1,180,0,0,180,30,
B001,L00072,T00061,SV02,S01,1,180,0,0,180,30,
B001,L00073,T00062,SV02,S01,1,180,0,0,180,30,
B001,L00074,T00063,SV02,S01,1,180,0,0,180,30,
B001,L00075,T00064,SV02,S01,1,180,0,0,180,30,
B001,L00076,T00065,SV02,S01,1,180,0,0,180,30,
B001,L00077,T00066,SV02,S01,1,180,0,0,180,30,
B001,L00078,T00067,SV02,S01,1,180,0,0,180,30,
B001,L00079,T00068,SV02,S01,1,180,0,0,180,30,
B001,L00080,T00069,SV01,S01,1,70,0,0,70,5,
B001,L00081,T00070,SV01,S01,1,70,0,0,70,5,
B001,L00082,T00071,SV01,S01,1,70,0,0,70,5,
B001,L00083,T00072,SV01,S01,1,70,0,0,70,5,
B001,L00084,T00073,SV01,S01,1,70,0,0,70,5,
B001,L00085,T00074,SV01,S01,1,70,0,0,70,5,
B001,L00086,T00075,SV01,S01,1,70,0,0,70,5,
B001,L00087,T00076,SV01,S01,1,70,0,0,70,5,
B001,L00088,T00077,SV01,S01,1,70,0,0,70,5,
B001,L00089,T00078,SV01,S01,1,70,0,0,70,5,
B001,L00090,T00059,P01,S01,1,30,0,0,30,12,
B001,L00091,T00060,P01,S01,1,30,0,0,30,12,
B001,L00092,T00061,P01,S01,1,30,0,0,30,12,
B001,L00093,T00062,P01,S01,1,30,0,0,30,12,
B001,L00094,T00063,P01,S01,1,30,0,0,30,12,
B001,L00095,T00079,SV02,S02,1,180,0,0,180,30,
B001,L00096,T00080,SV02,S02,1,180,0,0,180,30,
B001,L00097,T00081,SV02,S02,1,180,0,0,180,30,
B001,L00098,T00082,SV02,S02,1,180,0,0,180,30,
B001,L00099,T00083,SV02,S02,1,180,0,0,180,30,
B001,L00100,T00084,SV02,S02,1,180,0,0,180,30,
B001,L00101,T00085,SV02,S02,1,180,0,0,180,30,
B001,L00102,T00086,SV02,S02,1,180,0,0,180,30,
B001,L00103,T00087,SV02,S02,1,180,0,0,180,30,
B001,L00104,T00088,SV02,S02,1,180,0,0,180,30,
B001,L00105,T00089,SV01,S02,1,70,0,0,70,5,
B001,L00106,T00090,SV01,S02,1,70,0,0,70,5,
B001,L00107,T00091,SV01,S02,1,70,0,0,70,5,
B001,L00108,T00092,SV01,S02,1,70,0,0,70,5,
B001,L00109,T00093,SV01,S02,1,70,0,0,70,5,
B001,L00110,T00094,SV01,S02,1,70,0,0,70,5,
B001,L00111,T00095,SV01,S02,1,70,0,0,70,5,
B001,L00112,T00096,SV01,S02,1,70,0,0,70,5,
B001,L00113,T00097,SV01,S02,1,70,0,0,70,5,
B001,L00114,T00098,SV01,S02,1,70,0,0,70,5,
B001,L00115,T00079,P01,S02,1,30,0,0,30,12,
B001,L00116,T00080,P01,S02,1,30,0,0,30,12,
B001,L00117,T00081,P01,S02,1,30,0,0,30,12,
B001,L00118,T00099,SV02,S03,1,180,0,0,180,30,
B001,L00119,T00100,SV02,S03,1,180,0,0,180,30,
B001,L00120,T00101,SV02,S03,1,180,0,0,180,30,
B001,L00121,T00102,SV02,S03,1,180,0,0,180,30,
B001,L00122,T00103,SV02,S03,1,180,0,0,180,30,
B001,L00123,T00104,SV02,S03,1,180,0,0,180,30,
B001,L00124,T00105,SV02,S03,1,180,0,0,180,30,
B001,L00125,T00106,SV02,S03,1,180,0,0,180,30,
B001,L00126,T00107,SV02,S03,1,180,0,0,180,30,
B001,L00127,T00108,SV02,S03,1,180,0,0,180,30,
B001,L00128,T00109,SV02,S03,1,180,0,0,180,30,
B001,L00129,T00110,SV02,S03,1,180,0,0,180,30,
B001,L00130,T00111,SV01,S03,1,70,0,0,70,5,
B001,L00131,T00112,SV01,S03,1,70,0,0,70,5,
B001,L00132,T00113,SV01,S03,1,70,0,0,70,5,
B001,L00133,T00114,SV01,S03,1,70,0,0,70,5,
B001,L00134,T00115,SV01,S03,1,70,0,0,70,5,
B001,L00135,T00116,SV01,S03,1,70,0,0,70,5,
B001,L00136,T00099,P01,S03,1,30,0,0,30,12,
B001,L00137,T00100,P01,S03,1,30,0,0,30,12,
B001,L00138,T00101,P01,S03,1,30,0,0,30,12,
B001,L00139,T00117,SV02,S01,1,180,0,0,180,30,
B001,L00140,T00118,SV02,S01,1,180,0,0,180,30,
B001,L00141,T00119,SV02,S01,1,180,0,0,180,30,
B001,L00142,T00120,SV02,S01,1,180,0,0,180,30,
B001,L00143,T00121,SV02,S01,1,180,0,0,180,30,
B001,L00144,T00122,SV02,S01,1,180,0,0,180,30,
B001,L00145,T00123,SV02,S01,1,180,0,0,180,30,
B001,L00146,T00124,SV02,S01,1,180,0,0,180,30,
B001,L00147,T00125,SV02,S01,1,180,0,0,180,30,
B001,L00148,T00126,SV02,S01,1,180,0,0,180,30,
B001,L00149,T00127,SV01,S01,1,70,0,0,70,5,
B001,L00150,T00128,SV01,S01,1,70,0,0,70,5,
B001,L00151,T00129,SV01,S01,1,70,0,0,70,5,
B001,L00152,T00130,SV01,S01,1,70,0,0,70,5,
B001,L00153,T00131,SV01,S01,1,70,0,0,70,5,
B001,L00154,T00132,SV01,S01,1,70,0,0,70,5,
B001,L00155,T00133,SV01,S01,1,70,0,0,70,5,
B001,L00156,T00134,SV01,S01,1,70,0,0,70,5,
B001,L00157,T00135,SV01,S01,1,70,0,0,70,5,
B001,L00158,T00136,SV01,S01,1,70,0,0,70,5,
B001,L00159,T00117,P01,S01,1,30,0,0,30,12,
B001,L00160,T00118,P01,S01,1,30,0,0,30,12,
B001,L00161,T00119,P01,S01,1,30,0,0,30,12,
B001,L00162,T00120,P01,S01,1,30,0,0,30,12,
B001,L00163,T00121,P01,S01,1,30,0,0,30,12,
B001,L00164,T00137,SV02,S02,1,180,0,0,180,30,
B001,L00165,T00138,SV02,S02,1,180,0,0,180,30,
B001,L00166,T00139,SV02,S02,1,180,0,0,180,30,
B001,L00167,T00140,SV02,S02,1,180,0,0,180,30,
B001,L00168,T00141,SV02,S02,1,180,0,0,180,30,
B001,L00169,T00142,SV02,S02,1,180,0,0,180,30,
B001,L00170,T00143,SV02,S02,1,180,0,0,180,30,
B001,L00171,T00144,SV02,S02,1,180,0,0,180,30,
B001,L00172,T00145,SV02,S02,1,180,0,0,180,30,
B001,L00173,T00146,SV02,S02,1,180,0,0,180,30,
B001,L00174,T00147,SV01,S02,1,70,0,0,70,5,
B001,L00175,T00148,SV01,S02,1,70,0,0,70,5,
B001,L00176,T00149,SV01,S02,1,70,0,0,70,5,
B001,L00177,T00150,SV01,S02,1,70,0,0,70,5,
B001,L00178,T00151,SV01,S02,1,70,0,0,70,5,
B001,L00179,T00152,SV01,S02,1,70,0,0,70,5,
B001,L00180,T00153,SV01,S02,1,70,0,0,70,5,
B001,L00181,T00154,SV01,S02,1,70,0,0,70,5,
B001,L00182,T00155,SV01,S02,1,70,0,0,70,5,
B001,L00183,T00156,SV01,S02,1,70,0,0,70,5,
B001,L00184,T00137,P01,S02,1,30,0,0,30,12,
B001,L00185,T00138,P01,S02,1,30,0,0,30,12,
B001,L00186,T00139,P01,S02,1,30,0,0,30,12,
B001,L00187,T00157,SV02,S03,1,180,0,0,180,30,
B001,L00188,T00158,SV02,S03,1,180,0,0,180,30,
B001,L00189,T00159,SV02,S03,1,180,0,0,180,30,
B001,L00190,T00160,SV02,S03,1,180,0,0,180,30,
B001,L00191,T00161,SV02,S03,1,180,0,0,180,30,
B001,L00192,T00162,SV02,S03,1,180,0,0,180,30,
B001,L00193,T00163,SV02,S03,1,180,0,0,180,30,
B001,L00194,T00164,SV02,S03,1,180,0,0,180,30,
B001,L00195,T00165,SV02,S03,1,180,0,0,180,30,
B001,L00196,T00166,SV02,S03,1,180,0,0,180,30,
B001,L00197,T00167,SV02,S03,1,180,0,0,180,30,
B001,L00198,T00168,SV02,S03,1,180,0,0,180,30,
B001,L00199,T00169,SV01,S03,1,70,0,0,70,5,
B001,L00200,T00170,SV01,S03,1,70,0,0,70,5,
B001,L00201,T00171,SV01,S03,1,70,0,0,70,5,
B001,L00202,T00172,SV01,S03,1,70,0,0,70,5,
B001,L00203,T00173,SV01,S03,1,70,0,0,70,5,
B001,L00204,T00174,SV01,S03,1,70,0,0,70,5,
B001,L00205,T00157,P01,S03,1,30,0,0,30,12,
B001,L00206,T00158,P01,S03,1,30,0,0,30,12,
B001,L00207,T00159,P01,S03,1,30,0,0,30,12,
B001,L00208,T00175,SV02,S01,1,180,0,0,180,30,
B001,L00209,T00176,SV02,S01,1,180,0,0,180,30,
B001,L00210,T00177,SV02,S01,1,180,0,0,180,30,
B001,L00211,T00178,SV02,S01,1,180,0,0,180,30,
B001,L00212,T00179,SV02,S01,1,180,0,0,180,30,
B001,L00213,T00180,SV02,S01,1,180,0,0,180,30,
B001,L00214,T00181,SV02,S01,1,180,0,0,180,30,
B001,L00215,T00182,SV02,S01,1,180,0,0,180,30,
B001,L00216,T00183,SV02,S01,1,180,0,0,180,30,
B001,L00217,T00184,SV02,S01,1,180,0,0,180,30,
B001,L00218,T00185,SV01,S01,1,70,0,0,70,5,
B001,L00219,T00186,SV01,S01,1,70,0,0,70,5,
B001,L00220,T00187,SV01,S01,1,70,0,0,70,5,
B001,L00221,T00188,SV01,S01,1,70,0,0,70,5,
B001,L00222,T00189,SV01,S01,1,70,0,0,70,5,
B001,L00223,T00190,SV01,S01,1,70,0,0,70,5,
B001,L00224,T00191,SV01,S01,1,70,0,0,70,5,
B001,L00225,T00192,SV01,S01,1,70,0,0,70,5,
B001,L00226,T00193,SV01,S01,1,70,0,0,70,5,
B001,L00227,T00194,SV01,S01,1,70,0,0,70,5,
B001,L00228,T00175,P01,S01,1,30,0,0,30,12,
B001,L00229,T00176,P01,S01,1,30,0,0,30,12,
B001,L00230,T00177,P01,S01,1,30,0,0,30,12,
B001,L00231,T00178,P01,S01,1,30,0,0,30,12,
B001,L00232,T00179,P01,S01,1,30,0,0,30,12,
B001,L00233,T00195,SV02,S02,1,180,0,0,180,30,
B001,L00234,T00196,SV02,S02,1,180,0,0,180,30,
B001,L00235,T00197,SV02,S02,1,180,0,0,180,30,
B001,L00236,T00198,SV02,S02,1,180,0,0,180,30,
B001,L00237,T00199,SV02,S02,1,180,0,0,180,30,
B001,L00238,T00200,SV02,S02,1,180,0,0,180,30,
B001,L00239,T00201,SV02,S02,1,180,0,0,180,30,
B001,L00240,T00202,SV02,S02,1,180,0,0,180,30,
B001,L00241,T00203,SV02,S02,1,180,0,0,180,30,
B001,L00242,T00204,SV02,S02,1,180,0,0,180,30,
B001,L00243,T00205,SV01,S02,1,70,0,0,70,5,
B001,L00244,T00206,SV01,S02,1,70,0,0,70,5,
B001,L00245,T00207,SV01,S02,1,70,0,0,70,5,
B001,L00246,T00208,SV01,S02,1,70,0,0,70,5,
B001,L00247,T00209,SV01,S02,1,70,0,0,70,5,
B001,L00248,T00210,SV01,S02,1,70,0,0,70,5,
B001,L00249,T00211,SV01,S02,1,70,0,0,70,5,
B001,L00250,T00212,SV01,S02,1,70,0,0,70,5,
B001,L00251,T00213,SV01,S02,1,70,0,0,70,5,
B001,L00252,T00214,SV01,S02,1,70,0,0,70,5,
B001,L00253,T00195,P01,S02,1,30,0,0,30,12,
B001,L00254,T00196,P01,S02,1,30,0,0,30,12,
B001,L00255,T00197,P01,S02,1,30,0,0,30,12,
B001,L00256,T00215,SV02,S03,1,180,0,0,180,30,
B001,L00257,T00216,SV02,S03,1,180,0,0,180,30,
B001,L00258,T00217,SV02,S03,1,180,0,0,180,30,
B001,L00259,T00218,SV02,S03,1,180,0,0,180,30,
B001,L00260,T00219,SV02,S03,1,180,0,0,180,30,
B001,L00261,T00220,SV02,S03,1,180,0,0,180,30,
B001,L00262,T00221,SV02,S03,1,180,0,0,180,30,
B001,L00263,T00222,SV02,S03,1,180,0,0,180,30,
B001,L00264,T00223,SV02,S03,1,180,0,0,180,30,
B001,L00265,T00224,SV02,S03,1,180,0,0,180,30,
B001,L00266,T00225,SV02,S03,1,180,0,0,180,30,
B001,L00267,T00226,SV02,S03,1,180,0,0,180,30,
B001,L00268,T00227,SV01,S03,1,70,0,0,70,5,
B001,L00269,T00228,SV01,S03,1,70,0,0,70,5,
B001,L00270,T00229,SV01,S03,1,70,0,0,70,5,
B001,L00271,T00230,SV01,S03,1,70,0,0,70,5,
B001,L00272,T00231,SV01,S03,1,70,0,0,70,5,
B001,L00273,T00232,SV01,S03,1,70,0,0,70,5,
B001,L00274,T00215,P01,S03,1,30,0,0,30,12,
B001,L00275,T00216,P01,S03,1,30,0,0,30,12,
B001,L00276,T00217,P01,S03,1,30,0,0,30,12,
B001,L00277,T00233,SV02,S01,1,180,0,0,180,30,
B001,L00278,T00234,SV02,S01,1,180,0,0,180,30,
B001,L00279,T00235,SV02,S01,1,180,0,0,180,30,
B001,L00280,T00236,SV02,S01,1,180,0,0,180,30,
B001,L00281,T00237,SV02,S01,1,180,0,0,180,30,
B001,L00282,T00238,SV02,S01,1,180,0,0,180,30,
B001,L00283,T00239,SV02,S01,1,180,0,0,180,30,
B001,L00284,T00240,SV02,S01,1,180,0,0,180,30,
B001,L00285,T00241,SV02,S01,1,180,0,0,180,30,
B001,L00286,T00242,SV02,S01,1,180,0,0,180,30,
B001,L00287,T00243,SV01,S01,1,70,0,0,70,5,
B001,L00288,T00244,SV01,S01,1,70,0,0,70,5,
B001,L00289,T00245,SV01,S01,1,70,0,0,70,5,
B001,L00290,T00246,SV01,S01,1,70,0,0,70,5,
B001,L00291,T00247,SV01,S01,1,70,0,0,70,5,
B001,L00292,T00248,SV01,S01,1,70,0,0,70,5,
B001,L00293,T00249,SV01,S01,1,70,0,0,70,5,
B001,L00294,T00250,SV01,S01,1,70,0,0,70,5,
B001,L00295,T00251,SV01,S01,1,70,0,0,70,5,
B001,L00296,T00252,SV01,S01,1,70,0,0,70,5,
B001,L00297,T00233,P01,S01,1,30,0,0,30,12,
B001,L00298,T00234,P01,S01,1,30,0,0,30,12,
B001,L00299,T00235,P01,S01,1,30,0,0,30,12,
B001,L00300,T00236,P01,S01,1,30,0,0,30,12,
B001,L00301,T00237,P01,S01,1,30,0,0,30,12,
B001,L00302,T00253,SV02,S02,1,180,0,0,180,30,
B001,L00303,T00254,SV02,S02,1,180,0,0,180,30,
B001,L00304,T00255,SV02,S02,1,180,0,0,180,30,
B001,L00305,T00256,SV02,S02,1,180,0,0,180,30,
B001,L00306,T00257,SV02,S02,1,180,0,0,180,30,
B001,L00307,T00258,SV02,S02,1,180,0,0,180,30,
B001,L00308,T00259,SV02,S02,1,180,0,0,180,30,
B001,L00309,T00260,SV02,S02,1,180,0,0,180,30,
B001,L00310,T00261,SV02,S02,1,180,0,0,180,30,
B001,L00311,T00262,SV02,S02,1,180,0,0,180,30,
B001,L00312,T00263,SV01,S02,1,70,0,0,70,5,
B001,L00313,T00264,SV01,S02,1,70,0,0,70,5,
B001,L00314,T00265,SV01,S02,1,70,0,0,70,5,
B001,L00315,T00266,SV01,S02,1,70,0,0,70,5,
B001,L00316,T00267,SV01,S02,1,70,0,0,70,5,
B001,L00317,T00268,SV01,S02,1,70,0,0,70,5,
B001,L00318,T00269,SV01,S02,1,70,0,0,70,5,
B001,L00319,T00270,SV01,S02,1,70,0,0,70,5,
B001,L00320,T00271,SV01,S02,1,70,0,0,70,5,
B001,L00321,T00272,SV01,S02,1,70,0,0,70,5,
B001,L00322,T00253,P01,S02,1,30,0,0,30,12,
B001,L00323,T00254,P01,S02,1,30,0,0,30,12,
B001,L00324,T00255,P01,S02,1,30,0,0,30,12,
B001,L00325,T00273,SV02,S03,1,180,0,0,180,30,
B001,L00326,T00274,SV02,S03,1,180,0,0,180,30,
B001,L00327,T00275,SV02,S03,1,180,0,0,180,30,
B001,L00328,T00276,SV02,S03,1,180,0,0,180,30,
B001,L00329,T00277,SV02,S03,1,180,0,0,180,30,
B001,L00330,T00278,SV02,S03,1,180,0,0,180,30,
B001,L00331,T00279,SV02,S03,1,180,0,0,180,30,
B001,L00332,T00280,SV02,S03,1,180,0,0,180,30,
B001,L00333,T00281,SV02,S03,1,180,0,0,180,30,
B001,L00334,T00282,SV02,S03,1,180,0,0,180,30,
B001,L00335,T00283,SV02,S03,1,180,0,0,180,30,
B001,L00336,T00284,SV02,S03,1,180,0,0,180,30,
B001,L00337,T00285,SV01,S03,1,70,0,0,70,5,
B001,L00338,T00286,SV01,S03,1,70,0,0,70,5,
B001,L00339,T00287,SV01,S03,1,70,0,0,70,5,
B001,L00340,T00288,SV01,S03,1,70,0,0,70,5,
B001,L00341,T00289,SV01,S03,1,70,0,0,70,5,
B001,L00342,T00290,SV01,S03,1,70,0,0,70,5,
B001,L00343,T00273,P01,S03,1,30,0,0,30,12,
B001,L00344,T00274,P01,S03,1,30,0,0,30,12,
B001,L00345,T00275,P01,S03,1,30,0,0,30,12,
B001,L00346,T00291,SV02,S01,1,180,0,0,180,30,
B001,L00347,T00292,SV02,S01,1,180,0,0,180,30,
B001,L00348,T00293,SV02,S01,1,180,0,0,180,30,
B001,L00349,T00294,SV02,S01,1,180,0,0,180,30,
B001,L00350,T00295,SV02,S01,1,180,0,0,180,30,
B001,L00351,T00296,SV02,S01,1,180,0,0,180,30,
B001,L00352,T00297,SV02,S01,1,180,0,0,180,30,
B001,L00353,T00298,SV02,S01,1,180,0,0,180,30,
B001,L00354,T00299,SV02,S01,1,180,0,0,180,30,
B001,L00355,T00300,SV02,S01,1,180,0,0,180,30,
B001,L00356,T00301,SV01,S01,1,70,0,0,70,5,
B001,L00357,T00302,SV01,S01,1,70,0,0,70,5,
B001,L00358,T00303,SV01,S01,1,70,0,0,70,5,
B001,L00359,T00304,SV01,S01,1,70,0,0,70,5,
B001,L00360,T00305,SV01,S01,1,70,0,0,70,5,
B001,L00361,T00306,SV01,S01,1,70,0,0,70,5,
B001,L00362,T00307,SV01,S01,1,70,0,0,70,5,
B001,L00363,T00308,SV01,S01,1,70,0,0,70,5,
B001,L00364,T00309,SV01,S01,1,70,0,0,70,5,
B001,L00365,T00310,SV01,S01,1,70,0,0,70,5,
B001,L00366,T00291,P01,S01,1,30,0,0,30,12,
B001,L00367,T00292,P01,S01,1,30,0,0,30,12,
B001,L00368,T00293,P01,S01,1,30,0,0,30,12,
B001,L00369,T00294,P01,S01,1,30,0,0,30,12,
B001,L00370,T00295,P01,S01,1,30,0,0,30,12,
B001,L00371,T00311,SV02,S02,1,180,0,0,180,30,
B001,L00372,T00312,SV02,S02,1,180,0,0,180,30,
B001,L00373,T00313,SV02,S02,1,180,0,0,180,30,
B001,L00374,T00314,SV02,S02,1,180,0,0,180,30,
B001,L00375,T00315,SV02,S02,1,180,0,0,180,30,
B001,L00376,T00316,SV02,S02,1,180,0,0,180,30,
B001,L00377,T00317,SV02,S02,1,180,0,0,180,30,
B001,L00378,T00318,SV02,S02,1,180,0,0,180,30,
B001,L00379,T00319,SV02,S02,1,180,0,0,180,30,
B001,L00380,T00320,SV02,S02,1,180,0,0,180,30,
B001,L00381,T00321,SV01,S02,1,70,0,0,70,5,
B001,L00382,T00322,SV01,S02,1,70,0,0,70,5,
B001,L00383,T00323,SV01,S02,1,70,0,0,70,5,
B001,L00384,T00324,SV01,S02,1,70,0,0,70,5,
B001,L00385,T00325,SV01,S02,1,70,0,0,70,5,
B001,L00386,T00326,SV01,S02,1,70,0,0,70,5,
B001,L00387,T00327,SV01,S02,1,70,0,0,70,5,
B001,L00388,T00328,SV01,S02,1,70,0,0,70,5,
B001,L00389,T00329,SV01,S02,1,70,0,0,70,5,
B001,L00390,T00330,SV01,S02,1,70,0,0,70,5,
B001,L00391,T00311,P01,S02,1,30,0,0,30,12,
B001,L00392,T00312,P01,S02,1,30,0,0,30,12,
B001,L00393,T00313,P01,S02,1,30,0,0,30,12,
B001,L00394,T00331,SV02,S03,1,180,0,0,180,30,
B001,L00395,T00332,SV02,S03,1,180,0,0,180,30,
B001,L00396,T00333,SV02,S03,1,180,0,0,180,30,
B001,L00397,T00334,SV02,S03,1,180,0,0,180,30,
B001,L00398,T00335,SV02,S03,1,180,0,0,180,30,
B001,L00399,T00336,SV02,S03,1,180,0,0,180,30,
B001,L00400,T00337,SV02,S03,1,180,0,0,180,30,
B001,L00401,T00338,SV02,S03,1,180,0,0,180,30,
B001,L00402,T00339,SV02,S03,1,180,0,0,180,30,
B001,L00403,T00340,SV02,S03,1,180,0,0,180,30,
B001,L00404,T00341,SV02,S03,1,180,0,0,180,30,
B001,L00405,T00342,SV02,S03,1,180,0,0,180,30,
B001,L00406,T00343,SV01,S03,1,70,0,0,70,5,
B001,L00407,T00344,SV01,S03,1,70,0,0,70,5,
B001,L00408,T00345,SV01,S03,1,70,0,0,70,5,
B001,L00409,T00346,SV01,S03,1,70,0,0,70,5,
B001,L00410,T00347,SV01,S03,1,70,0,0,70,5,
B001,L00411,T00348,SV01,S03,1,70,0,0,70,5,
B001,L00412,T00331,P01,S03,1,30,0,0,30,12,
B001,L00413,T00332,P01,S03,1,30,0,0,30,12,
B001,L00414,T00333,P01,S03,1,30,0,0,30,12,
B001,L00415,T00349,SV02,S01,1,180,0,0,180,30,
B001,L00416,T00350,SV02,S01,1,180,0,0,180,30,
B001,L00417,T00351,SV02,S01,1,180,0,0,180,30,
B001,L00418,T00352,SV02,S01,1,180,0,0,180,30,
B001,L00419,T00353,SV02,S01,1,180,0,0,180,30,
B001,L00420,T00354,SV02,S01,1,180,0,0,180,30,
B001,L00421,T00355,SV02,S01,1,180,0,0,180,30,
B001,L00422,T00356,SV02,S01,1,180,0,0,180,30,
B001,L00423,T00357,SV02,S01,1,180,0,0,180,30,
B001,L00424,T00358,SV02,S01,1,180,0,0,180,30,
B001,L00425,T00359,SV01,S01,1,70,0,0,70,5,
B001,L00426,T00360,SV01,S01,1,70,0,0,70,5,
B001,L00427,T00361,SV01,S01,1,70,0,0,70,5,
B001,L00428,T00362,SV01,S01,1,70,0,0,70,5,
B001,L00429,T00363,SV01,S01,1,70,0,0,70,5,
B001,L00430,T00364,SV01,S01,1,70,0,0,70,5,
B001,L00431,T00365,SV01,S01,1,70,0,0,70,5,
B001,L00432,T00366,SV01,S01,1,70,0,0,70,5,
B001,L00433,T00367,SV01,S01,1,70,0,0,70,5,
B001,L00434,T00368,SV01,S01,1,70,0,0,70,5,
B001,L00435,T00349,P01,S01,1,30,0,0,30,12,
B001,L00436,T00350,P01,S01,1,30,0,0,30,12,
B001,L00437,T00351,P01,S01,1,30,0,0,30,12,
B001,L00438,T00352,P01,S01,1,30,0,0,30,12,
B001,L00439,T00353,P01,S01,1,30,0,0,30,12,
B001,L00440,T00369,SV02,S02,1,180,0,0,180,30,
B001,L00441,T00370,SV02,S02,1,180,0,0,180,30,
B001,L00442,T00371,SV02,S02,1,180,0,0,180,30,
B001,L00443,T00372,SV02,S02,1,180,0,0,180,30,
B001,L00444,T00373,SV02,S02,1,180,0,0,180,30,
B001,L00445,T00374,SV02,S02,1,180,0,0,180,30,
B001,L00446,T00375,SV02,S02,1,180,0,0,180,30,
B001,L00447,T00376,SV02,S02,1,180,0,0,180,30,
B001,L00448,T00377,SV02,S02,1,180,0,0,180,30,
