business_id,booking_service_id,booking_id,service_id,staff_id,duration_minutes
B001,BSB00060,B00060,SV02,S01,120
B001,BSB00061,B00061,SV02,S01,120
B001,BSB00062,B00062,SV02,S01,120
B001,BSB00063,B00063,SV02,S01,120
B001,BSB00064,B00064,SV02,S01,120
B001,BSB00065,B00065,SV02,S01,120
B001,BSB00066,B00066,SV02,S01,120
B001,BSB00067,B00067,SV02,S01,120
B001,BSB00068,B00068,SV02,S01,120
B001,BSB00069,B00069,SV01,S01,60
B001,BSB00070,B00070,SV01,S01,60
B001,BSB00071,B00071,SV01,S01,60
B001,BSB00072,B00072,SV01,S01,60
B001,BSB00073,B00073,SV01,S01,60
B001,BSB00074,B00074,SV01,S01,60
B001,BSB00075,B00075,SV01,S01,60
B001,BSB00076,B00076,SV01,S01,60
B001,BSB00077,B00077,SV01,S01,60
B001,BSB00078,B00078,SV01,S01,60
B001,BSB00079,B00079,SV02,S02,120
B001,BSB00080,B00080,SV02,S02,120
B001,BSB00081,B00081,SV02,S02,120
B001,BSB00082,B00082,SV02,S02,120
B001,BSB00083,B00083,SV02,S02,120
B001,BSB00084,B00084,SV02,S02,120
B001,BSB00085,B00085,SV02,S02,120
B001,BSB00086,B00086,SV02,S02,120
B001,BSB00087,B00087,SV02,S02,120
B001,BSB00088,B00088,SV02,S02,120
B001,BSB00089,B00089,SV01,S02,60
B001,BSB00090,B00090,SV01,S02,60
B001,BSB00091,B00091,SV01,S02,60
B001,BSB00092,B00092,SV01,S02,60
B001,BSB00093,B00093,SV01,S02,60
B001,BSB00094,B00094,SV01,S02,60
B001,BSB00095,B00095,SV01,S02,60
B001,BSB00096,B00096,SV01,S02,60
B001,BSB00097,B00097,SV01,S02,60
B001,BSB00098,B00098,SV01,S02,60
B001,BSB00099,B00099,SV02,S03,120
B001,BSB00100,B00100,SV02,S03,120
B001,BSB00101,B00101,SV02,S03,120
B001,BSB00102,B00102,SV02,S03,120
B001,BSB00103,B00103,SV02,S03,120
B001,BSB00104,B00104,SV02,S03,120
B001,BSB00105,B00105,SV02,S03,120
B001,BSB00106,B00106,SV02,S03,120
B001,BSB00107,B00107,SV02,S03,120
B001,BSB00108,B00108,SV02,S03,120
B001,BSB00109,B00109,SV02,S03,120
B001,BSB00110,B00110,SV02,S03,120
B001,BSB00111,B00111,SV01,S03,60
B001,BSB00112,B00112,SV01,S03,60
B001,BSB00113,B00113,SV01,S03,60
B001,BSB00114,B00114,SV01,S03,60
B001,BSB00115,B00115,SV01,S03,60
B001,BSB00116,B00116,SV01,S03,60
B001,BSB00117,B00117,SV02,S01,120
B001,BSB00118,B00118,SV02,S01,120
B001,BSB00119,B00119,SV02,S01,120
B001,BSB00120,B00120,SV02,S01,120
B001,BSB00121,B00121,SV02,S01,120
B001,BSB00122,B00122,SV02,S01,120
B001,BSB00123,B00123,SV02,S01,120
B001,BSB00124,B00124,SV02,S01,120
B001,BSB00125,B00125,SV02,S01,120
B001,BSB00126,B00126,SV02,S01,120
B001,BSB00127,B00127,SV01,S01,60
B001,BSB00128,B00128,SV01,S01,60
B001,BSB00129,B00129,SV01,S01,60
B001,BSB00130,B00130,SV01,S01,60
B001,BSB00131,B00131,SV01,S01,60
B001,BSB00132,B00132,SV01,S01,60
B001,BSB00133,B00133,SV01,S01,60
B001,BSB00134,B00134,SV01,S01,60
B001,BSB00135,B00135,SV01,S01,60
B001,BSB00136,B00136,SV01,S01,60
B001,BSB00137,B00137,SV02,S02,120
B001,BSB00138,B00138,SV02,S02,120
B001,BSB00139,B00139,SV02,S02,120
B001,BSB00140,B00140,SV02,S02,120
B001,BSB00141,B00141,SV02,S02,120
B001,BSB00142,B00142,SV02,S02,120
B001,BSB00143,B00143,SV02,S02,120
B001,BSB00144,B00144,SV02,S02,120
B001,BSB00145,B00145,SV02,S02,120
B001,BSB00146,B00146,SV02,S02,120
B001,BSB00147,B00147,SV01,S02,60
B001,BSB00148,B00148,SV01,S02,60
B001,BSB00149,B00149,SV01,S02,60
B001,BSB00150,B00150,SV01,S02,60
B001,BSB00151,B00151,SV01,S02,60
B001,BSB00152,B00152,SV01,S02,60
B001,BSB00153,B00153,SV01,S02,60
B001,BSB00154,B00154,SV01,S02,60
B001,BSB00155,B00155,SV01,S02,60
B001,BSB00156,B00156,SV01,S02,60
B001,BSB00157,B00157,SV02,S03,120
B001,BSB00158,B00158,SV02,S03,120
B001,BSB00159,B00159,SV02,S03,120
B001,BSB00160,B00160,SV02,S03,120
B001,BSB00161,B00161,SV02,S03,120
B001,BSB00162,B00162,SV02,S03,120
B001,BSB00163,B00163,SV02,S03,120
B001,BSB00164,B00164,SV02,S03,120
B001,BSB00165,B00165,SV02,S03,120
B001,BSB00166,B00166,SV02,S03,120
B001,BSB00167,B00167,SV02,S03,120
B001,BSB00168,B00168,SV02,S03,120
B001,BSB00169,B00169,SV01,S03,60
B001,BSB00170,B00170,SV01,S03,60
B001,BSB00171,B00171,SV01,S03,60
B001,BSB00172,B00172,SV01,S03,60
B001,BSB00173,B00173,SV01,S03,60
B001,BSB00174,B00174,SV01,S03,60
B001,BSB00175,B00175,SV02,S01,120
B001,BSB00176,B00176,SV02,S01,120
B001,BSB00177,B00177,SV02,S01,120
B001,BSB00178,B00178,SV02,S01,120
B001,BSB00179,B00179,SV02,S01,120
B001,BSB00180,B00180,SV02,S01,120
B001,BSB00181,B00181,SV02,S01,120
B001,BSB00182,B00182,SV02,S01,120
B001,BSB00183,B00183,SV02,S01,120
B001,BSB00184,B00184,SV02,S01,120
B001,BSB00185,B00185,SV01,S01,60
B001,BSB00186,B00186,SV01,S01,60
B001,BSB00187,B00187,SV01,S01,60
B001,BSB00188,B00188,SV01,S01,60
B001,BSB00189,B00189,SV01,S01,60
B001,BSB00190,B00190,SV01,S01,60
B001,BSB00191,B00191,SV01,S01,60
B001,BSB00192,B00192,SV01,S01,60
B001,BSB00193,B00193,SV01,S01,60
B001,BSB00194,B00194,SV01,S01,60
B001,BSB00195,B00195,SV02,S02,120
B001,BSB00196,B00196,SV02,S02,120
B001,BSB00197,B00197,SV02,S02,120
B001,BSB00198,B00198,SV02,S02,120
B001,BSB00199,B00199,SV02,S02,120
B001,BSB00200,B00200,SV02,S02,120
B001,BSB00201,B00201,SV02,S02,120
B001,BSB00202,B00202,SV02,S02,120
B001,BSB00203,B00203,SV02,S02,120
B001,BSB00204,B00204,SV02,S02,120
B001,BSB00205,B00205,SV01,S02,60
B001,BSB00206,B00206,SV01,S02,60
B001,BSB00207,B00207,SV01,S02,60
B001,BSB00208,B00208,SV01,S02,60
B001,BSB00209,B00209,SV01,S02,60
B001,BSB00210,B00210,SV01,S02,60
B001,BSB00211,B00211,SV01,S02,60
B001,BSB00212,B00212,SV01,S02,60
B001,BSB00213,B00213,SV01,S02,60
B001,BSB00214,B00214,SV01,S02,60
B001,BSB00215,B00215,SV02,S03,120
B001,BSB00216,B00216,SV02,S03,120
B001,BSB00217,B00217,SV02,S03,120
B001,BSB00218,B00218,SV02,S03,120
B001,BSB00219,B00219,SV02,S03,120
B001,BSB00220,B00220,SV02,S03,120
B001,BSB00221,B00221,SV02,S03,120
B001,BSB00222,B00222,SV02,S03,120
B001,BSB00223,B00223,SV02,S03,120
B001,BSB00224,B00224,SV02,S03,120
B001,BSB00225,B00225,SV02,S03,120
B001,BSB00226,B00226,SV02,S03,120
B001,BSB00227,B00227,SV01,S03,60
B001,BSB00228,B00228,SV01,S03,60
B001,BSB00229,B00229,SV01,S03,60
B001,BSB00230,B00230,SV01,S03,60
B001,BSB00231,B00231,SV01,S03,60
B001,BSB00232,B00232,SV01,S03,60
B001,BSB00233,B00233,SV02,S01,120
B001,BSB00234,B00234,SV02,S01,120
B001,BSB00235,B00235,SV02,S01,120
B001,BSB00236,B00236,SV02,S01,120
B001,BSB00237,B00237,SV02,S01,120
B001,BSB00238,B00238,SV02,S01,120
B001,BSB00239,B00239,SV02,S01,120
B001,BSB00240,B00240,SV02,S01,120
B001,BSB00241,B00241,SV02,S01,120
B001,BSB00242,B00242,SV02,S01,120
B001,BSB00243,B00243,SV01,S01,60
B001,BSB00244,B00244,SV01,S01,60
B001,BSB00245,B00245,SV01,S01,60
B001,BSB00246,B00246,SV01,S01,60
B001,BSB00247,B00247,SV01,S01,60
B001,BSB00248,B00248,SV01,S01,60
B001,BSB00249,B00249,SV01,S01,60
B001,BSB00250,B00250,SV01,S01,60
B001,BSB00251,B00251,SV01,S01,60
B001,BSB00252,B00252,SV01,S01,60
B001,BSB00253,B00253,SV02,S02,120
B001,BSB00254,B00254,SV02,S02,120
B001,BSB00255,B00255,SV02,S02,120
B001,BSB00256,B00256,SV02,S02,120
B001,BSB00257,B00257,SV02,S02,120
B001,BSB00258,B00258,SV02,S02,120
B001,BSB00259,B00259,SV02,S02,120
B001,BSB00260,B00260,SV02,S02,120
B001,BSB00261,B00261,SV02,S02,120
B001,BSB00262,B00262,SV02,S02,120
B001,BSB00263,B00263,SV01,S02,60
B001,BSB00264,B00264,SV01,S02,60
B001,BSB00265,B00265,SV01,S02,60
B001,BSB00266,B00266,SV01,S02,60
B001,BSB00267,B00267,SV01,S02,60
B001,BSB00268,B00268,SV01,S02,60
B001,BSB00269,B00269,SV01,S02,60
B001,BSB00270,B00270,SV01,S02,60
B001,BSB00271,B00271,SV01,S02,60
B001,BSB00272,B00272,SV01,S02,60
B001,BSB00273,B00273,SV02,S03,120
B001,BSB00274,B00274,SV02,S03,120
B001,BSB00275,B00275,SV02,S03,120
B001,BSB00276,B00276,SV02,S03,120
B001,BSB00277,B00277,SV02,S03,120
B001,BSB00278,B00278,SV02,S03,120
B001,BSB00279,B00279,SV02,S03,120
B001,BSB00280,B00280,SV02,S03,120
B001,BSB00281,B00281,SV02,S03,120
B001,BSB00282,B00282,SV02,S03,120
B001,BSB00283,B00283,SV02,S03,120
B001,BSB00284,B00284,SV02,S03,120
B001,BSB00285,B00285,SV01,S03,60
B001,BSB00286,B00286,SV01,S03,60
B001,BSB00287,B00287,SV01,S03,60
B001,BSB00288,B00288,SV01,S03,60
B001,BSB00289,B00289,SV01,S03,60
B001,BSB00290,B00290,SV01,S03,60
B001,BSB00291,B00291,SV02,S01,120
B001,BSB00292,B00292,SV02,S01,120
B001,BSB00293,B00293,SV02,S01,120
B001,BSB00294,B00294,SV02,S01,120
B001,BSB00295,B00295,SV02,S01,120
B001,BSB00296,B00296,SV02,S01,120
B001,BSB00297,B00297,SV02,S01,120
B001,BSB00298,B00298,SV02,S01,120
B001,BSB00299,B00299,SV02,S01,120
B001,BSB00300,B00300,SV02,S01,120
B001,BSB00301,B00301,SV01,S01,60
B001,BSB00302,B00302,SV01,S01,60
B001,BSB00303,B00303,SV01,S01,60
B001,BSB00304,B00304,SV01,S01,60
B001,BSB00305,B00305,SV01,S01,60
B001,BSB00306,B00306,SV01,S01,60
B001,BSB00307,B00307,SV01,S01,60
B001,BSB00308,B00308,SV01,S01,60
B001,BSB00309,B00309,SV01,S01,60
B001,BSB00310,B00310,SV01,S01,60
B001,BSB00311,B00311,SV02,S02,120
B001,BSB00312,B00312,SV02,S02,120
B001,BSB00313,B00313,SV02,S02,120
B001,BSB00314,B00314,SV02,S02,120
B001,BSB00315,B00315,SV02,S02,120
B001,BSB00316,B00316,SV02,S02,120
B001,BSB00317,B00317,SV02,S02,120
B001,BSB00318,B00318,SV02,S02,120
B001,BSB00319,B00319,SV02,S02,120
B001,BSB00320,B00320,SV02,S02,120
B001,BSB00321,B00321,SV01,S02,60
B001,BSB00322,B00322,SV01,S02,60
B001,BSB00323,B00323,SV01,S02,60
B001,BSB00324,B00324,SV01,S02,60
B001,BSB00325,B00325,SV01,S02,60
B001,BSB00326,B00326,SV01,S02,60
B001,BSB00327,B00327,SV01,S02,60
B001,BSB00328,B00328,SV01,S02,60
B001,BSB00329,B00329,SV01,S02,60
B001,BSB00330,B00330,SV01,S02,60
B001,BSB00331,B00331,SV02,S03,120
B001,BSB00332,B00332,SV02,S03,120
B001,BSB00333,B00333,SV02,S03,120
B001,BSB00334,B00334,SV02,S03,120
B001,BSB00335,B00335,SV02,S03,120
B001,BSB00336,B00336,SV02,S03,120
B001,BSB00337,B00337,SV02,S03,120
B001,BSB00338,B00338,SV02,S03,120
B001,BSB00339,B00339,SV02,S03,120
B001,BSB00340,B00340,SV02,S03,120
B001,BSB00341,B00341,SV02,S03,120
B001,BSB00342,B00342,SV02,S03,120
B001,BSB00343,B00343,SV01,S03,60
B001,BSB00344,B00344,SV01,S03,60
B001,BSB00345,B00345,SV01,S03,60
B001,BSB00346,B00346,SV01,S03,60
B001,BSB00347,B00347,SV01,S03,60
B001,BSB00348,B00348,SV01,S03,60
B001,BSB00349,B00349,SV02,S01,120
B001,BSB00350,B00350,SV02,S01,120
B001,BSB00351,B00351,SV02,S01,120
B001,BSB00352,B00352,SV02,S01,120
B001,BSB00353,B00353,SV02,S01,120
B001,BSB00354,B00354,SV02,S01,120
B001,BSB00355,B00355,SV02,S01,120
B001,BSB00356,B00356,SV02,S01,120
B001,BSB00357,B00357,SV02,S01,120
B001,BSB00358,B00358,SV02,S01,120
B001,BSB00359,B00359,SV01,S01,60
B001,BSB00360,B00360,SV01,S01,60
B001,BSB00361,B00361,SV01,S01,60
B001,BSB00362,B00362,SV01,S01,60
B001,BSB00363,B00363,SV01,S01,60
B001,BSB00364,B00364,SV01,S01,60
B001,BSB00365,B00365,SV01,S01,60
B001,BSB00366,B00366,SV01,S01,60
B001,BSB00367,B00367,SV01,S01,60
B001,BSB00368,B00368,SV01,S01,60
B001,BSB00369,B00369,SV02,S02,120
B001,BSB00370,B00370,SV02,S02,120
B001,BSB00371,B00371,SV02,S02,120
B001,BSB00372,B00372,SV02,S02,120
B001,BSB00373,B00373,SV02,S02,120
B001,BSB00374,B00374,SV02,S02,120
B001,BSB00375,B00375,SV02,S02,120
B001,BSB00376,B00376,SV02,S02,120
B001,BSB00377,B00377,SV02,S02,120
B001,BSB00378,B00378,SV02,S02,120
B001,BSB00379,B00379,SV01,S02,60
B001,BSB00380,B00380,SV01,S02,60
B001,BSB00381,B00381,SV01,S02,60
B001,BSB00382,B00382,SV01,S02,60
B001,BSB00383,B00383,SV01,S02,60
B001,BSB00384,B00384,SV01,S02,60
B001,BSB00385,B00385,SV01,S02,60
B001,BSB00386,B00386,SV01,S02,60
B001,BSB00387,B00387,SV01,S02,60
B001,BSB00388,B00388,SV01,S02,60
B001,BSB00389,B00389,SV02,S03,120
B001,BSB00390,B00390,SV02,S03,120
B001,BSB00391,B00391,SV02,S03,120
B001,BSB00392,B00392,SV02,S03,120
B001,BSB00393,B00393,SV02,S03,120
B001,BSB00394,B00394,SV02,S03,120
B001,BSB00395,B00395,SV02,S03,120
B001,BSB00396,B00396,SV02,S03,120
B001,BSB00397,B00397,SV02,S03,120
B001,BSB00398,B00398,SV02,S03,120
B001,BSB00399,B00399,SV02,S03,120
B001,BSB00400,B00400,SV02,S03,120
B001,BSB00401,B00401,SV01,S03,60
B001,BSB00402,B00402,SV01,S03,60
B001,BSB00403,B00403,SV01,S03,60
B001,BSB00404,B00404,SV01,S03,60
B001,BSB00405,B00405,SV01,S03,60
B001,BSB00406,B00406,SV01,S03,60
B001,BSB00407,B00407,SV02,S01,120
B001,BSB00408,B00408,SV02,S01,120
B001,BSB00409,B00409,SV02,S01,120
B001,BSB00410,B00410,SV02,S01,120
B001,BSB00411,B00411,SV02,S01,120
B001,BSB00412,B00412,SV02,S01,120
B001,BSB00413,B00413,SV02,S01,120
B001,BSB00414,B00414,SV02,S01,120
B001,BSB00415,B00415,SV02,S01,120
B001,BSB00416,B00416,SV02,S01,120
B001,BSB00417,B00417,SV01,S01,60
B001,BSB00418,B00418,SV01,S01,60
B001,BSB00419,B00419,SV01,S01,60
B001,BSB00420,B00420,SV01,S01,60
B001,BSB00421,B00421,SV01,S01,60
B001,BSB00422,B00422,SV01,S01,60
B001,BSB00423,B00423,SV01,S01,60
B001,BSB00424,B00424,SV01,S01,60
B001,BSB00425,B00425,SV01,S01,60
B001,BSB00426,B00426,SV01,S01,60
B001,BSB00427,B00427,SV02,S02,120
B001,BSB00428,B00428,SV02,S02,120
B001,BSB00429,B00429,SV02,S02,120
B001,BSB00430,B00430,SV02,S02,120
B001,BSB00431,B00431,SV02,S02,120
B001,BSB00432,B00432,SV02,S02,120
B001,BSB00433,B00433,SV02,S02,120
B001,BSB00434,B00434,SV02,S02,120
B001,BSB00435,B00435,SV02,S02,120
B001,BSB00436,B00436,SV02,S02,120
B001,BSB00437,B00437,SV01,S02,60
B001,BSB00438,B00438,SV01,S02,60
B001,BSB00439,B00439,SV01,S02,60
B001,BSB00440,B00440,SV01,S02,60
B001,BSB00441,B00441,SV01,S02,60
B001,BSB00442,B00442,SV01,S02,60
B001,BSB00443,B00443,SV01,S02,60
B001,BSB00444,B00444,SV01,S02,60
B001,BSB00445,B00445,SV01,S02,60
B001,BSB00446,B00446,SV01,S02,60
B001,BSB00447,B00447,SV02,S03,120
B001,BSB00448,B00448,SV02,S03,120
B001,BSB00449,B00449,SV02,S03,120
B001,BSB00450,B00450,SV02,S03,120
B001,BSB00451,B00451,SV02,S03,120
B001,BSB00452,B00452,SV02,S03,120
B001,BSB00453,B00453,SV02,S03,120
B001,BSB00454,B00454,SV02,S03,120
B001,BSB00455,B00455,SV02,S03,120
B001,BSB00456,B00456,SV02,S03,120
B001,BSB00457,B00457,SV02,S03,120
B001,BSB00458,B00458,SV02,S03,120
B001,BSB00459,B00459,SV01,S03,60
B001,BSB00460,B00460,SV01,S03,60
B001,BSB00461,B00461,SV01,S03,60
B001,BSB00462,B00462,SV01,S03,60
B001,BSB00463,B00463,SV01,S03,60
B001,BSB00464,B00464,SV01,S03,60
B001,BSB00465,B00465,SV02,S01,120
B001,BSB00466,B00466,SV02,S01,120
B001,BSB00467,B00467,SV02,S01,120
B001,BSB00468,B00468,SV02,S01,120
B001,BSB00469,B00469,SV02,S01,120
B001,BSB00470,B00470,SV02,S01,120
B001,BSB00471,B00471,SV02,S01,120
B001,BSB00472,B00472,SV02,S01,120
B001,BSB00473,B00473,SV02,S01,120
B001,BSB00474,B00474,SV02,S01,120
B001,BSB00475,B00475,SV01,S01,60
B001,BSB00476,B00476,SV01,S01,60
B001,BSB00477,B00477,SV01,S01,60
B001,BSB00478,B00478,SV01,S01,60
B001,BSB00479,B00479,SV01,S01,60
B001,BSB00480,B00480,SV01,S01,60
B001,BSB00481,B00481,SV01,S01,60
B001,BSB00482,B00482,SV01,S01,60
B001,BSB00483,B00483,SV01,S01,60
B001,BSB00484,B00484,SV01,S01,60
B001,BSB00485,B00485,SV02,S02,120
B001,BSB00486,B00486,SV02,S02,120
B001,BSB00487,B00487,SV02,S02,120
B001,BSB00488,B00488,SV02,S02,120
B001,BSB00489,B00489,SV02,S02,120
B001,BSB00490,B00490,SV02,S02,120
B001,BSB00491,B00491,SV02,S02,120
B001,BSB00492,B00492,SV02,S02,120
B001,BSB00493,B00493,SV02,S02,120
B001,BSB00494,B00494,SV02,S02,120
B001,BSB00495,B00495,SV01,S02,60
B001,BSB00496,B00496,SV01,S02,60
B001,BSB00497,B00497,SV01,S02,60
B001,BSB00498,B00498,SV01,S02,60
B001,BSB00499,B00499,SV01,S02,60
B001,BSB00500,B00500,SV01,S02,60
B001,BSB00501,B00501,SV01,S02,60
B001,BSB00502,B00502,SV01,S02,60
B001,BSB00503,B00503,SV01,S02,60
B001,BSB00504,B00504,SV01,S02,60
B001,BSB00505,B00505,SV02,S03,120
B001,BSB00506,B00506,SV02,S03,120
B001,BSB00507,B00507,SV02,S03,120
B001,BSB00508,B00508,SV02,S03,120
B001,BSB00509,B00509,SV02,S03,120
B001,BSB00510,B00510,SV02,S03,120
B001,BSB00511,B00511,SV02,S03,120
B001,BSB00512,B00512,SV02,S03,120
B001,BSB00513,B00513,SV02,S03,120
B001,BSB00514,B00514,SV02,S03,120
B001,BSB00515,B00515,SV02,S03,120
B001,BSB00516,B00516,SV02,S03,120
B001,BSB00517,B00517,SV01,S03,60
B001,BSB00518,B00518,SV01,S03,60
B001,BSB00519,B00519,SV01,S03,60
B001,BSB00520,B00520,SV01,S03,60
B001,BSB00521,B00521,SV01,S03,60
B001,BSB00522,B00522,SV01,S03,60
B001,BSB00523,B00523,SV02,S01,120
B001,BSB00524,B00524,SV02,S01,120
B001,BSB00525,B00525,SV02,S01,120
B001,BSB00526,B00526,SV02,S01,120
B001,BSB00527,B00527,SV02,S01,120
B001,BSB00528,B00528,SV02,S01,120
B001,BSB00529,B00529,SV02,S01,120
B001,BSB00530,B00530,SV02,S01,120
B001,BSB00531,B00531,SV02,S01,120
B001,BSB00532,B00532,SV02,S01,120
B001,BSB00533,B00533,SV01,S01,60
B001,BSB00534,B00534,SV01,S01,60
B001,BSB00535,B00535,SV01,S01,60
B001,BSB00536,B00536,SV01,S01,60
B001,BSB00537,B00537,SV01,S01,60
B001,BSB00538,B00538,SV01,S01,60
B001,BSB00539,B00539,SV01,S01,60
B001,BSB00540,B00540,SV01,S01,60
B001,BSB00541,B00541,SV01,S01,60
B001,BSB00542,B00542,SV01,S01,60
B001,BSB00543,B00543,SV02,S02,120
B001,BSB00544,B00544,SV02,S02,120
B001,BSB00545,B00545,SV02,S02,120
B001,BSB00546,B00546,SV02,S02,120
B001,BSB00547,B00547,SV02,S02,120
B001,BSB00548,B00548,SV02,S02,120
B001,BSB00549,B00549,SV02,S02,120
B001,BSB00550,B00550,SV02,S02,120
B001,BSB00551,B00551,SV02,S02,120
B001,BSB00552,B00552,SV02,S02,120
B001,BSB00553,B00553,SV01,S02,60
B001,BSB00554,B00554,SV01,S02,60
B001,BSB00555,B00555,SV01,S02,60
B001,BSB00556,B00556,SV01,S02,60
B001,BSB00557,B00557,SV01,S02,60
B001,BSB00558,B00558,SV01,S02,60
B001,BSB00559,B00559,SV01,S02,60
B001,BSB00560,B00560,SV01,S02,60
B001,BSB00561,B00561,SV01,S02,60
B001,BSB00562,B00562,SV01,S02,60
B001,BSB00563,B00563,SV02,S03,120
B001,BSB00564,B00564,SV02,S03,120
B001,BSB00565,B00565,SV02,S03,120
B001,BSB00566,B00566,SV02,S03,120
B001,BSB00567,B00567,SV02,S03,120
B001,BSB00568,B00568,SV02,S03,120
B001,BSB00569,B00569,SV02,S03,120
B001,BSB00570,B00570,SV02,S03,120
B001,BSB00571,B00571,SV02,S03,120
B001,BSB00572,B00572,SV02,S03,120
B001,BSB00573,B00573,SV02,S03,120
B001,BSB00574,B00574,SV02,S03,120
B001,BSB00575,B00575,SV01,S03,60
B001,BSB00576,B00576,SV01,S03,60
B001,BSB00577,B00577,SV01,S03,60
B001,BSB00578,B00578,SV01,S03,60
B001,BSB00579,B00579,SV01,S03,60
B001,BSB00580,B00580,SV01,S03,60
B001,BSB00581,B00581,SV02,S01,120
B001,BSB00582,B00582,SV02,S01,120
B001,BSB00583,B00583,SV02,S01,120
B001,BSB00584,B00584,SV02,S01,120
B001,BSB00585,B00585,SV02,S01,120
B001,BSB00586,B00586,SV02,S01,120
B001,BSB00587,B00587,SV02,S01,120
B001,BSB00588,B00588,SV02,S01,120
B001,BSB00589,B00589,SV02,S01,120
B001,BSB00590,B00590,SV02,S01,120
B001,BSB00591,B00591,SV01,S01,60
B001,BSB00592,B00592,SV01,S01,60
B001,BSB00593,B00593,SV01,S01,60
B001,BSB00594,B00594,SV01,S01,60
B001,BSB00595,B00595,SV01,S01,60
B001,BSB00596,B00596,SV01,S01,60
B001,BSB00597,B00597,SV01,S01,60
B001,BSB00598,B00598,SV01,S01,60
B001,BSB00599,B00599,SV01,S01,60
B001,BSB00600,B00600,SV01,S01,60
B001,BSB00601,B00601,SV02,S02,120
B001,BSB00602,B00602,SV02,S02,120
B001,BSB00603,B00603,SV02,S02,120
B001,BSB00604,B00604,SV02,S02,120
B001,BSB00605,B00605,SV02,S02,120
B001,BSB00606,B00606,SV02,S02,120
B001,BSB00607,B00607,SV02,S02,120
B001,BSB00608,B00608,SV02,S02,120
B001,BSB00609,B00609,SV02,S02,120
B001,BSB00610,B00610,SV02,S02,120
B001,BSB00611,B00611,SV01,S02,60
B001,BSB00612,B00612,SV01,S02,60
B001,BSB00613,B00613,SV01,S02,60
B001,BSB00614,B00614,SV01,S02,60
B001,BSB00615,B00615,SV01,S02,60
B001,BSB00616,B00616,SV01,S02,60
B001,BSB00617,B00617,SV01,S02,60
B001,BSB00618,B00618,SV01,S02,60
B001,BSB00619,B00619,SV01,S02,60
B001,BSB00620,B00620,SV01,S02,60
B001,BSB00621,B00621,SV02,S03,120
B001,BSB00622,B00622,SV02,S03,120
B001,BSB00623,B00623,SV02,S03,120
B001,BSB00624,B00624,SV02,S03,120
B001,BSB00625,B00625,SV02,S03,120
B001,BSB00626,B00626,SV02,S03,120
B001,BSB00627,B00627,SV02,S03,120
B001,BSB00628,B00628,SV02,S03,120
B001,BSB00629,B00629,SV02,S03,120
B001,BSB00630,B00630,SV02,S03,120
B001,BSB00631,B00631,SV02,S03,120
B001,BSB00632,B00632,SV02,S03,120
B001,BSB00633,B00633,SV01,S03,60
